record_id,student_id,group_id,session_type,session_datetime,status,datetime
AT003738,S0463,G03,session,2026-03-29 17:00:00,attended,
AT003739,S0466,G03,session,2026-03-29 17:00:00,attended,
AT003740,S0468,G03,session,2026-03-29 17:00:00,attended,
AT003741,S0470,G03,session,2026-03-29 17:00:00,attended,
AT003742,S0496,G03,session,2026-03-29 17:00:00,attended,
AT003743,S0498,G03,session,2026-03-29 17:00:00,attended,
AT005084,S0007,G04,session,2026-03-07 16:00:00,attended,
AT005085,S0008,G04,session,2026-03-07 16:00:00,attended,
AT005086,S0012,G04,session,2026-03-07 16:00:00,attended,
AT005087,S0019,G04,session,2026-03-07 16:00:00,attended,
AT005088,S0026,G04,session,2026-03-07 16:00:00,attended,
AT005089,S0027,G04,session,2026-03-07 16:00:00,attended,
AT005090,S0033,G04,session,2026-03-07 16:00:00,attended,
AT005091,S0039,G04,session,2026-03-07 16:00:00,attended,
AT005092,S0044,G04,session,2026-03-07 16:00:00,attended,
AT005093,S0047,G04,session,2026-03-07 16:00:00,attended,
AT005094,S0062,G04,session,2026-03-07 16:00:00,attended,
AT005095,S0063,G04,session,2026-03-07 16:00:00,attended,
AT005096,S0068,G04,session,2026-03-07 16:00:00,attended,
AT005097,S0076,G04,session,2026-03-07 16:00:00,attended,
AT005098,S0078,G04,session,2026-03-07 16:00:00,attended,
AT005099,S0080,G04,session,2026-03-07 16:00:00,attended,
AT005100,S0081,G04,session,2026-03-07 16:00:00,attended,
AT005101,S0086,G04,session,2026-03-07 16:00:00,attended,
AT005102,S0089,G04,session,2026-03-07 16:00:00,attended,
AT005103,S0092,G04,session,2026-03-07 16:00:00,attended,
AT005104,S0099,G04,session,2026-03-07 16:00:00,attended,
AT005105,S0103,G04,session,2026-03-07 16:00:00,attended,
AT005106,S0109,G04,session,2026-03-07 16:00:00,attended,
AT005107,S0113,G04,session,2026-03-07 16:00:00,attended,
AT005108,S0119,G04,session,2026-03-07 16:00:00,attended,
AT005109,S0120,G04,session,2026-03-07 16:00:00,attended,
AT005110,S0132,G04,session,2026-03-07 16:00:00,attended,
AT005111,S0151,G04,session,2026-03-07 16:00:00,attended,
AT005112,S0172,G04,session,2026-03-07 16:00:00,attended,
AT005113,S0184,G04,session,2026-03-07 16:00:00,attended,
AT005114,S0189,G04,session,2026-03-07 16:00:00,attended,
AT005115,S0191,G04,session,2026-03-07 16:00:00,attended,
AT005116,S0193,G04,session,2026-03-07 16:00:00,attended,
AT005117,S0205,G04,session,2026-03-07 16:00:00,attended,
AT005118,S0222,G04,session,2026-03-07 16:00:00,attended,
AT005119,S0230,G04,session,2026-03-07 16:00:00,attended,
AT005120,S0241,G04,session,2026-03-07 16:00:00,attended,
AT005121,S0258,G04,session,2026-03-07 16:00:00,attended,
AT005122,S0270,G04,session,2026-03-07 16:00:00,attended,
AT005123,S0280,G04,session,2026-03-07 16:00:00,attended,
AT005124,S0295,G04,session,2026-03-07 16:00:00,attended,
AT005125,S0316,G04,session,2026-03-07 16:00:00,attended,
AT005126,S0321,G04,session,2026-03-07 16:00:00,attended,
AT005127,S0328,G04,session,2026-03-07 16:00:00,attended,
AT005128,S0341,G04,session,2026-03-07 16:00:00,attended,
AT005129,S0342,G04,session,2026-03-07 16:00:00,attended,
AT005130,S0351,G04,session,2026-03-07 16:00:00,attended,
AT005131,S0357,G04,session,2026-03-07 16:00:00,attended,
AT005132,S0359,G04,session,2026-03-07 16:00:00,attended,
AT005133,S0371,G04,session,2026-03-07 16:00:00,attended,
AT005134,S0391,G04,session,2026-03-07 16:00:00,attended,
AT005135,S0393,G04,session,2026-03-07 16:00:00,attended,
AT005136,S0396,G04,session,2026-03-07 16:00:00,attended,
AT005137,S0397,G04,session,2026-03-07 16:00:00,attended,
AT005138,S0398,G04,session,2026-03-07 16:00:00,attended,
AT005139,S0401,G04,session,2026-03-07 16:00:00,attended,
AT005140,S0409,G04,session,2026-03-07 16:00:00,attended,
AT005141,S0422,G04,session,2026-03-07 16:00:00,attended,
AT005142,S0434,G04,session,2026-03-07 16:00:00,attended,
AT005143,S0438,G04,session,2026-03-07 16:00:00,attended,
AT005144,S0441,G04,session,2026-03-07 16:00:00,attended,
AT005145,S0461,G04,session,2026-03-07 16:00:00,attended,
AT005146,S0462,G04,session,2026-03-07 16:00:00,attended,
AT005147,S0475,G04,session,2026-03-07 16:00:00,attended,
AT005148,S0485,G04,session,2026-03-07 16:00:00,attended,
AT005149,S0007,G04,session,2026-03-14 16:00:00,attended,
AT005150,S0008,G04,session,2026-03-14 16:00:00,attended,
AT005151,S0012,G04,session,2026-03-14 16:00:00,attended,
AT005152,S0019,G04,session,2026-03-14 16:00:00,attended,
AT005153,S0026,G04,session,2026-03-14 16:00:00,attended,
AT005154,S0027,G04,session,2026-03-14 16:00:00,attended,
AT005155,S0033,G04,session,2026-03-14 16:00:00,attended,
AT005156,S0039,G04,session,2026-03-14 16:00:00,attended,
AT005157,S0044,G04,session,2026-03-14 16:00:00,attended,
AT005158,S0047,G04,session,2026-03-14 16:00:00,attended,
AT005159,S0062,G04,session,2026-03-14 16:00:00,attended,
AT005160,S0063,G04,session,2026-03-14 16:00:00,attended,
AT005161,S0068,G04,session,2026-03-14 16:00:00,attended,
AT005162,S0076,G04,session,2026-03-14 16:00:00,attended,
AT005163,S0078,G04,session,2026-03-14 16:00:00,attended,
AT005164,S0080,G04,session,2026-03-14 16:00:00,attended,
AT005165,S0081,G04,session,2026-03-14 16:00:00,attended,
AT005166,S0086,G04,session,2026-03-14 16:00:00,attended,
AT005167,S0089,G04,session,2026-03-14 16:00:00,attended,
AT005168,S0092,G04,session,2026-03-14 16:00:00,attended,
AT005169,S0099,G04,session,2026-03-14 16:00:00,attended,
AT005170,S0103,G04,session,2026-03-14 16:00:00,attended,
AT005171,S0109,G04,session,2026-03-14 16:00:00,attended,
AT005172,S0113,G04,session,2026-03-14 16:00:00,attended,
AT005173,S0119,G04,session,2026-03-14 16:00:00,attended,
AT005174,S0120,G04,session,2026-03-14 16:00:00,attended,
AT005175,S0132,G04,session,2026-03-14 16:00:00,attended,
AT005176,S0151,G04,session,2026-03-14 16:00:00,attended,
AT005177,S0172,G04,session,2026-03-14 16:00:00,attended,
AT005178,S0184,G04,session,2026-03-14 16:00:00,attended,
AT005179,S0189,G04,session,2026-03-14 16:00:00,attended,
AT005180,S0191,G04,session,2026-03-14 16:00:00,attended,
AT005181,S0193,G04,session,2026-03-14 16:00:00,attended,
AT005182,S0205,G04,session,2026-03-14 16:00:00,attended,
AT005183,S0222,G04,session,2026-03-14 16:00:00,attended,
AT005184,S0230,G04,session,2026-03-14 16:00:00,attended,
AT005185,S0241,G04,session,2026-03-14 16:00:00,attended,
AT005186,S0258,G04,session,2026-03-14 16:00:00,attended,
AT005187,S0270,G04,session,2026-03-14 16:00:00,attended,
AT005188,S0280,G04,session,2026-03-14 16:00:00,attended,
AT005189,S0295,G04,session,2026-03-14 16:00:00,attended,
AT005190,S0316,G04,session,2026-03-14 16:00:00,attended,
AT005191,S0321,G04,session,2026-03-14 16:00:00,attended,
AT005192,S0328,G04,session,2026-03-14 16:00:00,attended,
AT005193,S0341,G04,session,2026-03-14 16:00:00,attended,
AT005194,S0342,G04,session,2026-03-14 16:00:00,attended,
AT005195,S0351,G04,session,2026-03-14 16:00:00,attended,
AT005196,S0357,G04,session,2026-03-14 16:00:00,attended,
AT005197,S0359,G04,session,2026-03-14 16:00:00,attended,
AT005198,S0371,G04,session,2026-03-14 16:00:00,attended,
AT005199,S0391,G04,session,2026-03-14 16:00:00,attended,
AT005200,S0393,G04,session,2026-03-14 16:00:00,attended,
AT005201,S0396,G04,session,2026-03-14 16:00:00,attended,
AT005202,S0397,G04,session,2026-03-14 16:00:00,attended,
AT005203,S0398,G04,session,2026-03-14 16:00:00,attended,
AT005204,S0401,G04,session,2026-03-14 16:00:00,attended,
AT005205,S0409,G04,session,2026-03-14 16:00:00,attended,
AT005206,S0422,G04,session,2026-03-14 16:00:00,attended,
AT005207,S0434,G04,session,2026-03-14 16:00:00,attended,
AT005208,S0438,G04,session,2026-03-14 16:00:00,attended,
AT005209,S0441,G04,session,2026-03-14 16:00:00,attended,
AT005210,S0461,G04,session,2026-03-14 16:00:00,attended,
AT005211,S0462,G04,session,2026-03-14 16:00:00,attended,
AT005212,S0475,G04,session,2026-03-14 16:00:00,attended,
AT005213,S0485,G04,session,2026-03-14 16:00:00,attended,
AT005214,S0007,G04,quiz,2026-03-21 16:00:00,attended,
AT005215,S0008,G04,quiz,2026-03-21 16:00:00,attended,
AT005216,S0012,G04,quiz,2026-03-21 16:00:00,attended,
AT005217,S0019,G04,quiz,2026-03-21 16:00:00,attended,
AT005218,S0026,G04,quiz,2026-03-21 16:00:00,attended,
AT005219,S0027,G04,quiz,2026-03-21 16:00:00,attended,
AT005220,S0033,G04,quiz,2026-03-21 16:00:00,attended,
AT005221,S0039,G04,quiz,2026-03-21 16:00:00,attended,
AT005222,S0044,G04,quiz,2026-03-21 16:00:00,attended,
AT005223,S0047,G04,quiz,2026-03-21 16:00:00,attended,
AT005224,S0062,G04,quiz,2026-03-21 16:00:00,attended,
AT005225,S0063,G04,quiz,2026-03-21 16:00:00,attended,
AT005226,S0068,G04,quiz,2026-03-21 16:00:00,attended,
AT005227,S0076,G04,quiz,2026-03-21 16:00:00,attended,
AT005228,S0078,G04,quiz,2026-03-21 16:00:00,attended,
AT005229,S0080,G04,quiz,2026-03-21 16:00:00,attended,
AT005230,S0081,G04,quiz,2026-03-21 16:00:00,attended,
AT005231,S0086,G04,quiz,2026-03-21 16:00:00,attended,
AT005232,S0089,G04,quiz,2026-03-21 16:00:00,attended,
AT005233,S0092,G04,quiz,2026-03-21 16:00:00,attended,
AT005234,S0099,G04,quiz,2026-03-21 16:00:00,attended,
AT005235,S0103,G04,quiz,2026-03-21 16:00:00,attended,
AT005236,S0109,G04,quiz,2026-03-21 16:00:00,attended,
AT005237,S0113,G04,quiz,2026-03-21 16:00:00,attended,
AT005238,S0119,G04,quiz,2026-03-21 16:00:00,attended,
AT005239,S0120,G04,quiz,2026-03-21 16:00:00,attended,
AT005240,S0132,G04,quiz,2026-03-21 16:00:00,attended,
AT005241,S0151,G04,quiz,2026-03-21 16:00:00,attended,
AT005242,S0172,G04,quiz,2026-03-21 16:00:00,attended,
AT005243,S0184,G04,quiz,2026-03-21 16:00:00,attended,
AT005244,S0189,G04,quiz,2026-03-21 16:00:00,attended,
AT005245,S0191,G04,quiz,2026-03-21 16:00:00,attended,
AT005246,S0193,G04,quiz,2026-03-21 16:00:00,attended,
AT005247,S0205,G04,quiz,2026-03-21 16:00:00,attended,
AT005248,S0222,G04,quiz,2026-03-21 16:00:00,attended,
AT005249,S0230,G04,quiz,2026-03-21 16:00:00,attended,
AT005250,S0241,G04,quiz,2026-03-21 16:00:00,attended,
AT005251,S0258,G04,quiz,2026-03-21 16:00:00,attended,
AT005252,S0270,G04,quiz,2026-03-21 16:00:00,attended,
AT005253,S0280,G04,quiz,2026-03-21 16:00:00,attended,
AT005254,S0295,G04,quiz,2026-03-21 16:00:00,attended,
AT005255,S0316,G04,quiz,2026-03-21 16:00:00,attended,
AT005256,S0321,G04,quiz,2026-03-21 16:00:00,attended,
AT005257,S0328,G04,quiz,2026-03-21 16:00:00,attended,
AT005258,S0341,G04,quiz,2026-03-21 16:00:00,attended,
AT005259,S0342,G04,quiz,2026-03-21 16:00:00,attended,
AT005260,S0351,G04,quiz,2026-03-21 16:00:00,attended,
AT005261,S0357,G04,quiz,2026-03-21 16:00:00,attended,
AT005262,S0359,G04,quiz,2026-03-21 16:00:00,attended,
AT005263,S0371,G04,quiz,2026-03-21 16:00:00,attended,
AT005264,S0391,G04,quiz,2026-03-21 16:00:00,attended,
AT005265,S0393,G04,quiz,2026-03-21 16:00:00,attended,
AT005266,S0396,G04,quiz,2026-03-21 16:00:00,attended,
AT005267,S0397,G04,quiz,2026-03-21 16:00:00,attended,
AT005268,S0398,G04,quiz,2026-03-21 16:00:00,attended,
AT005269,S0401,G04,quiz,2026-03-21 16:00:00,attended,
AT005270,S0409,G04,quiz,2026-03-21 16:00:00,attended,
AT005271,S0422,G04,quiz,2026-03-21 16:00:00,attended,
AT005272,S0434,G04,quiz,2026-03-21 16:00:00,attended,
AT005273,S0438,G04,quiz,2026-03-21 16:00:00,attended,
AT005274,S0441,G04,quiz,2026-03-21 16:00:00,attended,
AT005275,S0461,G04,quiz,2026-03-21 16:00:00,attended,
AT005276,S0462,G04,quiz,2026-03-21 16:00:00,attended,
AT005277,S0475,G04,quiz,2026-03-21 16:00:00,attended,
AT005278,S0485,G04,quiz,2026-03-21 16:00:00,attended,
AT005279,S0007,G04,session,2026-03-28 16:00:00,attended,
AT005280,S0008,G04,session,2026-03-28 16:00:00,attended,
AT005281,S0012,G04,session,2026-03-28 16:00:00,attended,
AT005282,S0019,G04,session,2026-03-28 16:00:00,attended,
AT005283,S0026,G04,session,2026-03-28 16:00:00,attended,
AT005284,S0027,G04,session,2026-03-28 16:00:00,attended,
AT005285,S0033,G04,session,2026-03-28 16:00:00,attended,
AT005286,S0039,G04,session,2026-03-28 16:00:00,attended,
AT005287,S0044,G04,session,2026-03-28 16:00:00,attended,
AT005288,S0047,G04,session,2026-03-28 16:00:00,attended,
AT005289,S0062,G04,session,2026-03-28 16:00:00,attended,
AT005290,S0063,G04,session,2026-03-28 16:00:00,attended,
AT005291,S0068,G04,session,2026-03-28 16:00:00,attended,
AT005292,S0076,G04,session,2026-03-28 16:00:00,attended,
AT005293,S0078,G04,session,2026-03-28 16:00:00,attended,
AT005294,S0080,G04,session,2026-03-28 16:00:00,attended,
AT005295,S0081,G04,session,2026-03-28 16:00:00,attended,
AT005296,S0086,G04,session,2026-03-28 16:00:00,attended,
AT005297,S0089,G04,session,2026-03-28 16:00:00,attended,
AT005298,S0092,G04,session,2026-03-28 16:00:00,attended,
AT005299,S0099,G04,session,2026-03-28 16:00:00,attended,
AT005300,S0103,G04,session,2026-03-28 16:00:00,attended,
AT005301,S0109,G04,session,2026-03-28 16:00:00,attended,
AT005302,S0113,G04,session,2026-03-28 16:00:00,attended,
AT005303,S0119,G04,session,2026-03-28 16:00:00,attended,
AT005304,S0120,G04,session,2026-03-28 16:00:00,attended,
AT005305,S0132,G04,session,2026-03-28 16:00:00,attended,
AT005306,S0151,G04,session,2026-03-28 16:00:00,attended,
AT005307,S0172,G04,session,2026-03-28 16:00:00,attended,
AT005308,S0184,G04,session,2026-03-28 16:00:00,attended,
AT005309,S0189,G04,session,2026-03-28 16:00:00,attended,
AT005310,S0191,G04,session,2026-03-28 16:00:00,attended,
AT005311,S0193,G04,session,2026-03-28 16:00:00,attended,
AT005312,S0205,G04,session,2026-03-28 16:00:00,attended,
AT005313,S0222,G04,session,2026-03-28 16:00:00,attended,
AT005314,S0230,G04,session,2026-03-28 16:00:00,attended,
AT005315,S0241,G04,session,2026-03-28 16:00:00,attended,
AT005316,S0258,G04,session,2026-03-28 16:00:00,attended,
AT005317,S0270,G04,session,2026-03-28 16:00:00,attended,
AT005318,S0280,G04,session,2026-03-28 16:00:00,attended,
AT005319,S0295,G04,session,2026-03-28 16:00:00,attended,
AT005320,S0316,G04,session,2026-03-28 16:00:00,attended,
AT005321,S0321,G04,session,2026-03-28 16:00:00,attended,
AT005322,S0328,G04,session,2026-03-28 16:00:00,attended,
AT005323,S0341,G04,session,2026-03-28 16:00:00,attended,
AT005324,S0342,G04,session,2026-03-28 16:00:00,attended,
AT005325,S0351,G04,session,2026-03-28 16:00:00,attended,
AT005326,S0357,G04,session,2026-03-28 16:00:00,attended,
AT005327,S0359,G04,session,2026-03-28 16:00:00,attended,
AT005328,S0371,G04,session,2026-03-28 16:00:00,attended,
AT005329,S0391,G04,session,2026-03-28 16:00:00,attended,
AT005330,S0393,G04,session,2026-03-28 16:00:00,attended,
AT005331,S0396,G04,session,2026-03-28 16:00:00,attended,
AT005332,S0397,G04,session,2026-03-28 16:00:00,attended,
AT005333,S0398,G04,session,2026-03-28 16:00:00,attended,
AT005334,S0401,G04,session,2026-03-28 16:00:00,attended,
AT005335,S0409,G04,session,2026-03-28 16:00:00,attended,
AT005336,S0422,G04,session,2026-03-28 16:00:00,attended,
AT005337,S0434,G04,session,2026-03-28 16:00:00,attended,
AT005338,S0438,G04,session,2026-03-28 16:00:00,attended,
AT005339,S0441,G04,session,2026-03-28 16:00:00,attended,
AT005340,S0461,G04,session,2026-03-28 16:00:00,attended,
AT005341,S0462,G04,session,2026-03-28 16:00:00,attended,
AT005342,S0475,G04,session,2026-03-28 16:00:00,attended,
AT005343,S0485,G04,session,2026-03-28 16:00:00,attended,
AT006527,S0003,G05,session,2026-03-03 16:00:00,attended,
AT006528,S0010,G05,session,2026-03-03 16:00:00,attended,
AT006529,S0034,G05,session,2026-03-03 16:00:00,attended,
AT006530,S0050,G05,session,2026-03-03 16:00:00,attended,
AT006531,S0051,G05,session,2026-03-03 16:00:00,attended,
AT006532,S0066,G05,session,2026-03-03 16:00:00,attended,
AT006533,S0070,G05,session,2026-03-03 16:00:00,attended,
AT006534,S0072,G05,session,2026-03-03 16:00:00,attended,
AT006535,S0112,G05,session,2026-03-03 16:00:00,attended,
AT006536,S0129,G05,session,2026-03-03 16:00:00,attended,
AT006537,S0148,G05,session,2026-03-03 16:00:00,attended,
AT006538,S0150,G05,session,2026-03-03 16:00:00,attended,
AT006539,S0154,G05,session,2026-03-03 16:00:00,attended,
AT006540,S0165,G05,session,2026-03-03 16:00:00,attended,
AT006541,S0169,G05,session,2026-03-03 16:00:00,attended,
AT006542,S0170,G05,session,2026-03-03 16:00:00,attended,
AT006543,S0171,G05,session,2026-03-03 16:00:00,attended,
AT006544,S0179,G05,session,2026-03-03 16:00:00,attended,
AT006545,S0200,G05,session,2026-03-03 16:00:00,attended,
AT006546,S0207,G05,session,2026-03-03 16:00:00,attended,
AT006547,S0211,G05,session,2026-03-03 16:00:00,attended,
AT006548,S0213,G05,session,2026-03-03 16:00:00,attended,
AT006549,S0214,G05,session,2026-03-03 16:00:00,attended,
AT006550,S0219,G05,session,2026-03-03 16:00:00,attended,
AT006551,S0220,G05,session,2026-03-03 16:00:00,attended,
AT006552,S0223,G05,session,2026-03-03 16:00:00,attended,
AT006553,S0228,G05,session,2026-03-03 16:00:00,attended,
AT006554,S0231,G05,session,2026-03-03 16:00:00,attended,
AT006555,S0234,G05,session,2026-03-03 16:00:00,attended,
AT006556,S0257,G05,session,2026-03-03 16:00:00,attended,
AT006557,S0268,G05,session,2026-03-03 16:00:00,attended,
AT006558,S0294,G05,session,2026-03-03 16:00:00,attended,
AT006559,S0307,G05,session,2026-03-03 16:00:00,attended,
AT006560,S0326,G05,session,2026-03-03 16:00:00,attended,
AT006561,S0345,G05,session,2026-03-03 16:00:00,attended,
AT006562,S0364,G05,session,2026-03-03 16:00:00,attended,
AT006563,S0365,G05,session,2026-03-03 16:00:00,attended,
AT006564,S0374,G05,session,2026-03-03 16:00:00,attended,
AT006565,S0382,G05,session,2026-03-03 16:00:00,attended,
AT006566,S0415,G05,session,2026-03-03 16:00:00,attended,
AT006567,S0427,G05,session,2026-03-03 16:00:00,attended,
AT006568,S0430,G05,session,2026-03-03 16:00:00,attended,
AT006569,S0445,G05,session,2026-03-03 16:00:00,attended,
AT006570,S0483,G05,session,2026-03-03 16:00:00,attended,
AT006571,S0491,G05,session,2026-03-03 16:00:00,attended,
AT006572,S0495,G05,session,2026-03-03 16:00:00,attended,
AT006573,S0003,G05,session,2026-03-10 16:00:00,attended,
AT006574,S0010,G05,session,2026-03-10 16:00:00,attended,
AT006575,S0034,G05,session,2026-03-10 16:00:00,attended,
AT006576,S0050,G05,session,2026-03-10 16:00:00,attended,
AT006577,S0051,G05,session,2026-03-10 16:00:00,attended,
AT006578,S0066,G05,session,2026-03-10 16:00:00,attended,
AT006579,S0070,G05,session,2026-03-10 16:00:00,attended,
AT006580,S0072,G05,session,2026-03-10 16:00:00,attended,
AT006581,S0112,G05,session,2026-03-10 16:00:00,attended,
AT006582,S0129,G05,session,2026-03-10 16:00:00,attended,
AT006583,S0148,G05,session,2026-03-10 16:00:00,attended,
AT006584,S0150,G05,session,2026-03-10 16:00:00,attended,
AT006585,S0154,G05,session,2026-03-10 16:00:00,attended,
AT006586,S0165,G05,session,2026-03-10 16:00:00,attended,
AT006587,S0169,G05,session,2026-03-10 16:00:00,attended,
AT006588,S0170,G05,session,2026-03-10 16:00:00,attended,
AT006589,S0171,G05,session,2026-03-10 16:00:00,attended,
AT006590,S0179,G05,session,2026-03-10 16:00:00,attended,
AT006591,S0200,G05,session,2026-03-10 16:00:00,attended,
AT006592,S0207,G05,session,2026-03-10 16:00:00,attended,
AT006593,S0211,G05,session,2026-03-10 16:00:00,attended,
AT006594,S0213,G05,session,2026-03-10 16:00:00,attended,
AT006595,S0214,G05,session,2026-03-10 16:00:00,attended,
AT006596,S0219,G05,session,2026-03-10 16:00:00,attended,
AT006597,S0220,G05,session,2026-03-10 16:00:00,attended,
AT006598,S0223,G05,session,2026-03-10 16:00:00,attended,
AT006599,S0228,G05,session,2026-03-10 16:00:00,attended,
AT006600,S0231,G05,session,2026-03-10 16:00:00,attended,
AT006601,S0234,G05,session,2026-03-10 16:00:00,attended,
AT006602,S0257,G05,session,2026-03-10 16:00:00,attended,
AT006603,S0268,G05,session,2026-03-10 16:00:00,attended,
AT006604,S0294,G05,session,2026-03-10 16:00:00,attended,
AT006605,S0307,G05,session,2026-03-10 16:00:00,attended,
AT006606,S0326,G05,session,2026-03-10 16:00:00,attended,
AT006607,S0345,G05,session,2026-03-10 16:00:00,attended,
AT006608,S0364,G05,session,2026-03-10 16:00:00,attended,
AT006609,S0365,G05,session,2026-03-10 16:00:00,attended,
AT006610,S0374,G05,session,2026-03-10 16:00:00,attended,
AT006611,S0382,G05,session,2026-03-10 16:00:00,attended,
AT006612,S0415,G05,session,2026-03-10 16:00:00,attended,
AT006613,S0427,G05,session,2026-03-10 16:00:00,attended,
AT006614,S0430,G05,session,2026-03-10 16:00:00,attended,
AT006615,S0445,G05,session,2026-03-10 16:00:00,attended,
AT006616,S0483,G05,session,2026-03-10 16:00:00,attended,
AT006617,S0491,G05,session,2026-03-10 16:00:00,attended,
AT006618,S0495,G05,session,2026-03-10 16:00:00,attended,
AT006619,S0003,G05,quiz,2026-03-17 16:00:00,attended,
AT006620,S0010,G05,quiz,2026-03-17 16:00:00,attended,
AT006621,S0034,G05,quiz,2026-03-17 16:00:00,attended,
AT006622,S0050,G05,quiz,2026-03-17 16:00:00,attended,
AT006623,S0051,G05,quiz,2026-03-17 16:00:00,attended,
AT006624,S0066,G05,quiz,2026-03-17 16:00:00,attended,
AT006625,S0070,G05,quiz,2026-03-17 16:00:00,attended,
AT006626,S0072,G05,quiz,2026-03-17 16:00:00,attended,
AT006627,S0112,G05,quiz,2026-03-17 16:00:00,attended,
AT006628,S0129,G05,quiz,2026-03-17 16:00:00,attended,
AT006629,S0148,G05,quiz,2026-03-17 16:00:00,attended,
AT006630,S0150,G05,quiz,2026-03-17 16:00:00,attended,
AT006631,S0154,G05,quiz,2026-03-17 16:00:00,attended,
AT006632,S0165,G05,quiz,2026-03-17 16:00:00,attended,
AT006633,S0169,G05,quiz,2026-03-17 16:00:00,attended,
AT006634,S0170,G05,quiz,2026-03-17 16:00:00,attended,
AT006635,S0171,G05,quiz,2026-03-17 16:00:00,attended,
AT006636,S0179,G05,quiz,2026-03-17 16:00:00,attended,
AT006637,S0200,G05,quiz,2026-03-17 16:00:00,attended,
AT006638,S0207,G05,quiz,2026-03-17 16:00:00,attended,
AT006639,S0211,G05,quiz,2026-03-17 16:00:00,attended,
AT006640,S0213,G05,quiz,2026-03-17 16:00:00,attended,
AT006641,S0214,G05,quiz,2026-03-17 16:00:00,attended,
AT006642,S0219,G05,quiz,2026-03-17 16:00:00,attended,
AT006643,S0220,G05,quiz,2026-03-17 16:00:00,attended,
AT006644,S0223,G05,quiz,2026-03-17 16:00:00,attended,
AT006645,S0228,G05,quiz,2026-03-17 16:00:00,attended,
AT006646,S0231,G05,quiz,2026-03-17 16:00:00,attended,
AT006647,S0234,G05,quiz,2026-03-17 16:00:00,attended,
AT006648,S0257,G05,quiz,2026-03-17 16:00:00,attended,
AT006649,S0268,G05,quiz,2026-03-17 16:00:00,attended,
AT006650,S0294,G05,quiz,2026-03-17 16:00:00,attended,
AT006651,S0307,G05,quiz,2026-03-17 16:00:00,attended,
AT006652,S0326,G05,quiz,2026-03-17 16:00:00,attended,
AT006653,S0345,G05,quiz,2026-03-17 16:00:00,attended,
AT006654,S0364,G05,quiz,2026-03-17 16:00:00,attended,
AT006655,S0365,G05,quiz,2026-03-17 16:00:00,attended,
AT006656,S0374,G05,quiz,2026-03-17 16:00:00,attended,
AT006657,S0382,G05,quiz,2026-03-17 16:00:00,attended,
AT006658,S0415,G05,quiz,2026-03-17 16:00:00,attended,
AT006659,S0427,G05,quiz,2026-03-17 16:00:00,attended,
AT006660,S0430,G05,quiz,2026-03-17 16:00:00,attended,
AT006661,S0445,G05,quiz,2026-03-17 16:00:00,attended,
AT006662,S0483,G05,quiz,2026-03-17 16:00:00,attended,
AT006663,S0491,G05,quiz,2026-03-17 16:00:00,attended,
AT006664,S0495,G05,quiz,2026-03-17 16:00:00,attended,
AT006665,S0003,G05,session,2026-03-24 16:00:00,attended,
AT006666,S0010,G05,session,2026-03-24 16:00:00,attended,
AT006667,S0034,G05,session,2026-03-24 16:00:00,attended,
AT006668,S0050,G05,session,2026-03-24 16:00:00,attended,
AT006669,S0051,G05,session,2026-03-24 16:00:00,attended,
AT006670,S0066,G05,session,2026-03-24 16:00:00,attended,
AT006671,S0070,G05,session,2026-03-24 16:00:00,attended,
AT006672,S0072,G05,session,2026-03-24 16:00:00,attended,
AT006673,S0112,G05,session,2026-03-24 16:00:00,attended,
AT006674,S0129,G05,session,2026-03-24 16:00:00,attended,
AT006675,S0148,G05,session,2026-03-24 16:00:00,attended,
AT006676,S0150,G05,session,2026-03-24 16:00:00,attended,
AT006677,S0154,G05,session,2026-03-24 16:00:00,attended,
AT006678,S0165,G05,session,2026-03-24 16:00:00,attended,
AT006679,S0169,G05,session,2026-03-24 16:00:00,attended,
AT006680,S0170,G05,session,2026-03-24 16:00:00,attended,
AT006681,S0171,G05,session,2026-03-24 16:00:00,attended,
AT006682,S0179,G05,session,2026-03-24 16:00:00,attended,
AT006683,S0200,G05,session,2026-03-24 16:00:00,attended,
AT006684,S0207,G05,session,2026-03-24 16:00:00,attended,
AT006685,S0211,G05,session,2026-03-24 16:00:00,attended,
AT006686,S0213,G05,session,2026-03-24 16:00:00,attended,
AT006687,S0214,G05,session,2026-03-24 16:00:00,attended,
AT006688,S0219,G05,session,2026-03-24 16:00:00,attended,
AT006689,S0220,G05,session,2026-03-24 16:00:00,attended,
AT006690,S0223,G05,session,2026-03-24 16:00:00,attended,
AT006691,S0228,G05,session,2026-03-24 16:00:00,attended,
AT006692,S0231,G05,session,2026-03-24 16:00:00,attended,
AT006693,S0234,G05,session,2026-03-24 16:00:00,attended,
AT006694,S0257,G05,session,2026-03-24 16:00:00,attended,
AT006695,S0268,G05,session,2026-03-24 16:00:00,attended,
AT006696,S0294,G05,session,2026-03-24 16:00:00,attended,
AT006697,S0307,G05,session,2026-03-24 16:00:00,attended,
AT006698,S0326,G05,session,2026-03-24 16:00:00,attended,
AT006699,S0345,G05,session,2026-03-24 16:00:00,attended,
AT006700,S0364,G05,session,2026-03-24 16:00:00,attended,
AT006701,S0365,G05,session,2026-03-24 16:00:00,attended,
AT006702,S0374,G05,session,2026-03-24 16:00:00,attended,
AT006703,S0382,G05,session,2026-03-24 16:00:00,attended,
