student_id,course_id,group_id,assessment_id,assessment_title,type,score,max_score,date
S0270,C002,G04,C002-EXF,Final Exam,exam,80.5,100,2026-05-16
S0271,C004,G06,C004-QZ,Quiz 1,quiz,59.9,100,2025-12-19
S0271,C004,G06,C004-QZ,Quiz 2,quiz,58.9,100,2026-01-03
S0271,C004,G06,C004-QZ,Quiz 3,quiz,61.6,100,2026-01-18
S0271,C004,G06,C004-QZ,Quiz 4,quiz,68.7,100,2026-02-01
S0271,C004,G06,C004-AS,Assignment 1,assignment,59.6,100,2026-02-16
S0271,C004,G06,C004-AS,Assignment 2,assignment,50.9,100,2026-03-03
S0271,C004,G06,C004-AS,Assignment 3,assignment,56.0,100,2026-03-17
S0271,C004,G06,C004-PR,Practical 1,practical,60.5,100,2026-04-01
S0271,C004,G06,C004-PR,Practical 2,practical,62.9,100,2026-04-16
S0271,C004,G06,C004-EX,Midterm Exam,exam,41.9,100,2026-04-30
S0271,C004,G06,C004-EXF,Final Exam,exam,81.4,100,2026-05-15
S0272,C004,G06,C004-QZ,Quiz 1,quiz,60.6,100,2025-12-16
S0272,C004,G06,C004-QZ,Quiz 2,quiz,81.6,100,2025-12-31
S0272,C004,G06,C004-QZ,Quiz 3,quiz,82.9,100,2026-01-15
S0272,C004,G06,C004-QZ,Quiz 4,quiz,65.4,100,2026-01-30
S0272,C004,G06,C004-AS,Assignment 1,assignment,79.8,100,2026-02-14
S0272,C004,G06,C004-AS,Assignment 2,assignment,58.0,100,2026-03-01
S0272,C004,G06,C004-AS,Assignment 3,assignment,64.8,100,2026-03-16
S0272,C004,G06,C004-PR,Practical 1,practical,73.5,100,2026-03-31
S0272,C004,G06,C004-PR,Practical 2,practical,65.9,100,2026-04-15
S0272,C004,G06,C004-EX,Midterm Exam,exam,78.4,100,2026-04-30
S0272,C004,G06,C004-EXF,Final Exam,exam,64.4,100,2026-05-15
S0273,C006,G08,C006-QZ,Quiz 1,quiz,55.6,100,2025-12-16
S0273,C006,G08,C006-QZ,Quiz 2,quiz,52.1,100,2025-12-31
S0273,C006,G08,C006-QZ,Quiz 3,quiz,68.5,100,2026-01-15
S0273,C006,G08,C006-QZ,Quiz 4,quiz,56.1,100,2026-01-30
S0273,C006,G08,C006-AS,Assignment 1,assignment,56.1,100,2026-02-14
S0273,C006,G08,C006-AS,Assignment 2,assignment,46.7,100,2026-03-01
S0273,C006,G08,C006-AS,Assignment 3,assignment,48.1,100,2026-03-16
S0273,C006,G08,C006-PR,Practical 1,practical,68.0,100,2026-03-31
S0273,C006,G08,C006-PR,Practical 2,practical,72.8,100,2026-04-15
S0273,C006,G08,C006-EX,Midterm Exam,exam,68.5,100,2026-04-30
S0273,C006,G08,C006-EXF,Final Exam,exam,54.3,100,2026-05-15
S0274,C004,G06,C004-QZ,Quiz 1,quiz,84.8,100,2025-12-29
S0274,C004,G06,C004-QZ,Quiz 2,quiz,61.2,100,2026-01-12
S0274,C004,G06,C004-QZ,Quiz 3,quiz,81.2,100,2026-01-26
S0274,C004,G06,C004-QZ,Quiz 4,quiz,78.3,100,2026-02-09
S0274,C004,G06,C004-AS,Assignment 1,assignment,78.0,100,2026-02-22
S0274,C004,G06,C004-AS,Assignment 2,assignment,66.0,100,2026-03-08
S0274,C004,G06,C004-AS,Assignment 3,assignment,59.7,100,2026-03-22
S0274,C004,G06,C004-PR,Practical 1,practical,74.7,100,2026-04-05
S0274,C004,G06,C004-PR,Practical 2,practical,51.8,100,2026-04-18
S0274,C004,G06,C004-EX,Midterm Exam,exam,75.1,100,2026-05-02
S0274,C004,G06,C004-EXF,Final Exam,exam,80.6,100,2026-05-16
S0275,C004,G06,C004-QZ,Quiz 1,quiz,74.9,100,2025-12-17
S0275,C004,G06,C004-QZ,Quiz 2,quiz,78.9,100,2026-01-01
S0275,C004,G06,C004-QZ,Quiz 3,quiz,81.5,100,2026-01-16
S0275,C004,G06,C004-QZ,Quiz 4,quiz,85.0,100,2026-01-31
S0275,C004,G06,C004-AS,Assignment 1,assignment,53.6,100,2026-02-15
S0275,C004,G06,C004-AS,Assignment 2,assignment,73.8,100,2026-03-02
S0275,C004,G06,C004-AS,Assignment 3,assignment,60.4,100,2026-03-16
S0275,C004,G06,C004-PR,Practical 1,practical,83.6,100,2026-03-31
S0275,C004,G06,C004-PR,Practical 2,practical,73.3,100,2026-04-15
S0275,C004,G06,C004-EX,Midterm Exam,exam,83.9,100,2026-04-30
S0275,C004,G06,C004-EXF,Final Exam,exam,72.6,100,2026-05-15
S0276,C006,G08,C006-QZ,Quiz 1,quiz,70.2,100,2026-01-02
S0276,C006,G08,C006-QZ,Quiz 2,quiz,82.5,100,2026-01-15
S0276,C006,G08,C006-QZ,Quiz 3,quiz,66.8,100,2026-01-29
S0276,C006,G08,C006-QZ,Quiz 4,quiz,76.0,100,2026-02-11
S0276,C006,G08,C006-AS,Assignment 1,assignment,66.6,100,2026-02-25
S0276,C006,G08,C006-AS,Assignment 2,assignment,74.0,100,2026-03-10
S0276,C006,G08,C006-AS,Assignment 3,assignment,89.2,100,2026-03-23
S0276,C006,G08,C006-PR,Practical 1,practical,70.2,100,2026-04-06
S0276,C006,G08,C006-PR,Practical 2,practical,82.9,100,2026-04-19
S0276,C006,G08,C006-EX,Midterm Exam,exam,69.6,100,2026-05-03
S0276,C006,G08,C006-EXF,Final Exam,exam,78.7,100,2026-05-16
S0277,C001,G02,C001-QZ,Quiz 1,quiz,67.3,100,2025-12-28
S0277,C001,G02,C001-QZ,Quiz 2,quiz,66.4,100,2026-01-11
S0277,C001,G02,C001-QZ,Quiz 3,quiz,78.1,100,2026-01-25
S0277,C001,G02,C001-QZ,Quiz 4,quiz,74.7,100,2026-02-08
S0277,C001,G02,C001-AS,Assignment 1,assignment,57.4,100,2026-02-22
S0277,C001,G02,C001-AS,Assignment 2,assignment,50.6,100,2026-03-08
S0277,C001,G02,C001-AS,Assignment 3,assignment,75.2,100,2026-03-21
S0277,C001,G02,C001-PR,Practical 1,practical,79.7,100,2026-04-04
S0277,C001,G02,C001-PR,Practical 2,practical,80.4,100,2026-04-18
S0277,C001,G02,C001-EX,Midterm Exam,exam,67.1,100,2026-05-02
S0277,C001,G02,C001-EXF,Final Exam,exam,84.2,100,2026-05-16
S0278,C001,G01,C001-QZ,Quiz 1,quiz,65.4,100,2025-12-29
S0278,C001,G01,C001-QZ,Quiz 2,quiz,82.5,100,2026-01-12
S0278,C001,G01,C001-QZ,Quiz 3,quiz,68.3,100,2026-01-26
S0278,C001,G01,C001-QZ,Quiz 4,quiz,66.7,100,2026-02-09
S0278,C001,G01,C001-AS,Assignment 1,assignment,63.3,100,2026-02-22
S0278,C001,G01,C001-AS,Assignment 2,assignment,63.3,100,2026-03-08
S0278,C001,G01,C001-AS,Assignment 3,assignment,79.9,100,2026-03-22
S0278,C001,G01,C001-PR,Practical 1,practical,79.7,100,2026-04-05
S0278,C001,G01,C001-PR,Practical 2,practical,69.0,100,2026-04-18
S0278,C001,G01,C001-EX,Midterm Exam,exam,86.4,100,2026-05-02
S0278,C001,G01,C001-EXF,Final Exam,exam,68.7,100,2026-05-16
S0279,C005,G07,C005-QZ,Quiz 1,quiz,67.0,100,2026-01-02
S0279,C005,G07,C005-QZ,Quiz 2,quiz,75.5,100,2026-01-15
S0279,C005,G07,C005-QZ,Quiz 3,quiz,65.1,100,2026-01-29
S0279,C005,G07,C005-QZ,Quiz 4,quiz,67.6,100,2026-02-11
S0279,C005,G07,C005-AS,Assignment 1,assignment,51.2,100,2026-02-25
S0279,C005,G07,C005-AS,Assignment 2,assignment,41.9,100,2026-03-10
S0279,C005,G07,C005-AS,Assignment 3,assignment,73.7,100,2026-03-23
S0279,C005,G07,C005-PR,Practical 1,practical,75.4,100,2026-04-06
S0279,C005,G07,C005-PR,Practical 2,practical,65.6,100,2026-04-19
S0279,C005,G07,C005-EX,Midterm Exam,exam,68.8,100,2026-05-03
S0279,C005,G07,C005-EXF,Final Exam,exam,79.1,100,2026-05-16
S0280,C002,G04,C002-QZ,Quiz 1,quiz,71.0,100,2025-12-20
S0280,C002,G04,C002-QZ,Quiz 2,quiz,100.0,100,2026-01-04
S0280,C002,G04,C002-QZ,Quiz 3,quiz,75.1,100,2026-01-18
S0280,C002,G04,C002-QZ,Quiz 4,quiz,82.8,100,2026-02-02
S0280,C002,G04,C002-AS,Assignment 1,assignment,81.0,100,2026-02-16
S0280,C002,G04,C002-AS,Assignment 2,assignment,81.5,100,2026-03-03
S0280,C002,G04,C002-AS,Assignment 3,assignment,53.1,100,2026-03-18
S0280,C002,G04,C002-PR,Practical 1,practical,72.6,100,2026-04-01
S0280,C002,G04,C002-PR,Practical 2,practical,76.9,100,2026-04-16
S0280,C002,G04,C002-EX,Midterm Exam,exam,80.7,100,2026-04-30
S0280,C002,G04,C002-EXF,Final Exam,exam,90.3,100,2026-05-15
S0281,C001,G02,C001-QZ,Quiz 1,quiz,73.4,100,2025-12-29
S0281,C001,G02,C001-QZ,Quiz 2,quiz,66.4,100,2026-01-12
S0281,C001,G02,C001-QZ,Quiz 3,quiz,65.2,100,2026-01-26
S0281,C001,G02,C001-QZ,Quiz 4,quiz,65.0,100,2026-02-09
S0281,C001,G02,C001-AS,Assignment 1,assignment,82.4,100,2026-02-22
S0281,C001,G02,C001-AS,Assignment 2,assignment,60.7,100,2026-03-08
S0281,C001,G02,C001-AS,Assignment 3,assignment,75.2,100,2026-03-22
S0281,C001,G02,C001-PR,Practical 1,practical,71.5,100,2026-04-05
S0281,C001,G02,C001-PR,Practical 2,practical,70.3,100,2026-04-18
S0281,C001,G02,C001-EX,Midterm Exam,exam,83.5,100,2026-05-02
S0281,C001,G02,C001-EXF,Final Exam,exam,65.0,100,2026-05-16
S0282,C004,G06,C004-QZ,Quiz 1,quiz,68.6,100,2026-01-02
S0282,C004,G06,C004-QZ,Quiz 2,quiz,71.6,100,2026-01-15
S0282,C004,G06,C004-QZ,Quiz 3,quiz,53.7,100,2026-01-29
S0282,C004,G06,C004-QZ,Quiz 4,quiz,61.7,100,2026-02-11
S0282,C004,G06,C004-AS,Assignment 1,assignment,67.1,100,2026-02-25
S0282,C004,G06,C004-AS,Assignment 2,assignment,62.4,100,2026-03-10
S0282,C004,G06,C004-AS,Assignment 3,assignment,63.6,100,2026-03-23
S0282,C004,G06,C004-PR,Practical 1,practical,82.0,100,2026-04-06
S0282,C004,G06,C004-PR,Practical 2,practical,70.6,100,2026-04-19
S0282,C004,G06,C004-EX,Midterm Exam,exam,64.7,100,2026-05-03
S0282,C004,G06,C004-EXF,Final Exam,exam,59.2,100,2026-05-16
S0283,C006,G09,C006-QZ,Quiz 1,quiz,79.4,100,2025-12-20
S0283,C006,G09,C006-QZ,Quiz 2,quiz,85.6,100,2026-01-04
S0283,C006,G09,C006-QZ,Quiz 3,quiz,64.7,100,2026-01-18
S0283,C006,G09,C006-QZ,Quiz 4,quiz,100.0,100,2026-02-02
S0283,C006,G09,C006-AS,Assignment 1,assignment,80.5,100,2026-02-16
S0283,C006,G09,C006-AS,Assignment 2,assignment,53.3,100,2026-03-03
S0283,C006,G09,C006-AS,Assignment 3,assignment,66.7,100,2026-03-18
S0283,C006,G09,C006-PR,Practical 1,practical,80.5,100,2026-04-01
S0283,C006,G09,C006-PR,Practical 2,practical,75.8,100,2026-04-16
S0283,C006,G09,C006-EX,Midterm Exam,exam,66.4,100,2026-04-30
S0283,C006,G09,C006-EXF,Final Exam,exam,93.1,100,2026-05-15
S0284,C005,G07,C005-QZ,Quiz 1,quiz,59.3,100,2025-12-27
S0284,C005,G07,C005-QZ,Quiz 2,quiz,74.9,100,2026-01-10
S0284,C005,G07,C005-QZ,Quiz 3,quiz,64.0,100,2026-01-24
S0284,C005,G07,C005-QZ,Quiz 4,quiz,54.8,100,2026-02-07
S0284,C005,G07,C005-AS,Assignment 1,assignment,69.2,100,2026-02-21
S0284,C005,G07,C005-AS,Assignment 2,assignment,62.2,100,2026-03-07
S0284,C005,G07,C005-AS,Assignment 3,assignment,48.5,100,2026-03-21
S0284,C005,G07,C005-PR,Practical 1,practical,56.2,100,2026-04-04
S0284,C005,G07,C005-PR,Practical 2,practical,58.7,100,2026-04-18
S0284,C005,G07,C005-EX,Midterm Exam,exam,59.1,100,2026-05-02
S0284,C005,G07,C005-EXF,Final Exam,exam,66.6,100,2026-05-16
S0285,C001,G02,C001-QZ,Quiz 1,quiz,87.5,100,2025-12-16
S0285,C001,G02,C001-QZ,Quiz 2,quiz,71.5,100,2025-12-31
S0285,C001,G02,C001-QZ,Quiz 3,quiz,100.0,100,2026-01-15
S0285,C001,G02,C001-QZ,Quiz 4,quiz,81.2,100,2026-01-30
S0285,C001,G02,C001-AS,Assignment 1,assignment,85.7,100,2026-02-14
S0285,C001,G02,C001-AS,Assignment 2,assignment,73.7,100,2026-03-01
S0285,C001,G02,C001-AS,Assignment 3,assignment,50.3,100,2026-03-16
S0285,C001,G02,C001-PR,Practical 1,practical,77.0,100,2026-03-31
S0285,C001,G02,C001-PR,Practical 2,practical,73.4,100,2026-04-15
S0285,C001,G02,C001-EX,Midterm Exam,exam,62.3,100,2026-04-30
S0285,C001,G02,C001-EXF,Final Exam,exam,67.7,100,2026-05-15
S0286,C005,G07,C005-QZ,Quiz 1,quiz,88.6,100,2025-12-18
S0286,C005,G07,C005-QZ,Quiz 2,quiz,70.1,100,2026-01-02
S0286,C005,G07,C005-QZ,Quiz 3,quiz,74.8,100,2026-01-17
S0286,C005,G07,C005-QZ,Quiz 4,quiz,74.6,100,2026-02-01
S0286,C005,G07,C005-AS,Assignment 1,assignment,54.3,100,2026-02-15
S0286,C005,G07,C005-AS,Assignment 2,assignment,53.3,100,2026-03-02
S0286,C005,G07,C005-AS,Assignment 3,assignment,47.9,100,2026-03-17
S0286,C005,G07,C005-PR,Practical 1,practical,63.8,100,2026-04-01
S0286,C005,G07,C005-PR,Practical 2,practical,58.0,100,2026-04-15
S0286,C005,G07,C005-EX,Midterm Exam,exam,69.6,100,2026-04-30
S0286,C005,G07,C005-EXF,Final Exam,exam,69.2,100,2026-05-15
S0287,C004,G06,C004-QZ,Quiz 1,quiz,81.2,100,2025-12-27
S0287,C004,G06,C004-QZ,Quiz 2,quiz,63.7,100,2026-01-10
S0287,C004,G06,C004-QZ,Quiz 3,quiz,83.0,100,2026-01-24
S0287,C004,G06,C004-QZ,Quiz 4,quiz,65.8,100,2026-02-07
S0287,C004,G06,C004-AS,Assignment 1,assignment,76.8,100,2026-02-21
S0287,C004,G06,C004-AS,Assignment 2,assignment,72.0,100,2026-03-07
S0287,C004,G06,C004-AS,Assignment 3,assignment,67.3,100,2026-03-21
S0287,C004,G06,C004-PR,Practical 1,practical,99.1,100,2026-04-04
S0287,C004,G06,C004-PR,Practical 2,practical,79.7,100,2026-04-18
S0287,C004,G06,C004-EX,Midterm Exam,exam,83.5,100,2026-05-02
S0287,C004,G06,C004-EXF,Final Exam,exam,83.6,100,2026-05-16
S0288,C005,G07,C005-QZ,Quiz 1,quiz,56.9,100,2025-12-22
S0288,C005,G07,C005-QZ,Quiz 2,quiz,47.7,100,2026-01-05
S0288,C005,G07,C005-QZ,Quiz 3,quiz,64.1,100,2026-01-20
S0288,C005,G07,C005-QZ,Quiz 4,quiz,69.9,100,2026-02-03
S0288,C005,G07,C005-AS,Assignment 1,assignment,54.7,100,2026-02-18
S0288,C005,G07,C005-AS,Assignment 2,assignment,49.6,100,2026-03-04
S0288,C005,G07,C005-AS,Assignment 3,assignment,58.4,100,2026-03-18
S0288,C005,G07,C005-PR,Practical 1,practical,75.8,100,2026-04-02
S0288,C005,G07,C005-PR,Practical 2,practical,64.7,100,2026-04-16
S0288,C005,G07,C005-EX,Midterm Exam,exam,60.3,100,2026-05-01
S0288,C005,G07,C005-EXF,Final Exam,exam,69.7,100,2026-05-15
S0289,C006,G08,C006-QZ,Quiz 1,quiz,75.9,100,2025-12-16
S0289,C006,G08,C006-QZ,Quiz 2,quiz,73.2,100,2025-12-31
S0289,C006,G08,C006-QZ,Quiz 3,quiz,97.1,100,2026-01-15
S0289,C006,G08,C006-QZ,Quiz 4,quiz,81.6,100,2026-01-30
S0289,C006,G08,C006-AS,Assignment 1,assignment,79.3,100,2026-02-14
S0289,C006,G08,C006-AS,Assignment 2,assignment,86.8,100,2026-03-01
S0289,C006,G08,C006-AS,Assignment 3,assignment,63.3,100,2026-03-16
S0289,C006,G08,C006-PR,Practical 1,practical,83.3,100,2026-03-31
S0289,C006,G08,C006-PR,Practical 2,practical,96.5,100,2026-04-15
S0289,C006,G08,C006-EX,Midterm Exam,exam,95.3,100,2026-04-30
S0289,C006,G08,C006-EXF,Final Exam,exam,82.1,100,2026-05-15
S0290,C005,G07,C005-QZ,Quiz 1,quiz,57.6,100,2026-01-01
S0290,C005,G07,C005-QZ,Quiz 2,quiz,58.4,100,2026-01-15
S0290,C005,G07,C005-QZ,Quiz 3,quiz,64.6,100,2026-01-28
S0290,C005,G07,C005-QZ,Quiz 4,quiz,56.3,100,2026-02-11
S0290,C005,G07,C005-AS,Assignment 1,assignment,63.3,100,2026-02-24
S0290,C005,G07,C005-AS,Assignment 2,assignment,51.7,100,2026-03-10
S0290,C005,G07,C005-AS,Assignment 3,assignment,70.0,100,2026-03-23
S0290,C005,G07,C005-PR,Practical 1,practical,52.6,100,2026-04-06
S0290,C005,G07,C005-PR,Practical 2,practical,61.9,100,2026-04-19
S0290,C005,G07,C005-EX,Midterm Exam,exam,59.2,100,2026-05-03
S0290,C005,G07,C005-EXF,Final Exam,exam,67.9,100,2026-05-16
S0291,C004,G06,C004-QZ,Quiz 1,quiz,58.3,100,2025-12-22
S0291,C004,G06,C004-QZ,Quiz 2,quiz,90.4,100,2026-01-05
S0291,C004,G06,C004-QZ,Quiz 3,quiz,87.0,100,2026-01-20
S0291,C004,G06,C004-QZ,Quiz 4,quiz,80.6,100,2026-02-03
S0291,C004,G06,C004-AS,Assignment 1,assignment,94.3,100,2026-02-18
S0291,C004,G06,C004-AS,Assignment 2,assignment,79.7,100,2026-03-04
S0291,C004,G06,C004-AS,Assignment 3,assignment,52.3,100,2026-03-18
S0291,C004,G06,C004-PR,Practical 1,practical,89.6,100,2026-04-02
S0291,C004,G06,C004-PR,Practical 2,practical,66.9,100,2026-04-16
S0291,C004,G06,C004-EX,Midterm Exam,exam,77.5,100,2026-05-01
S0291,C004,G06,C004-EXF,Final Exam,exam,74.9,100,2026-05-15
S0292,C004,G06,C004-QZ,Quiz 1,quiz,88.8,100,2025-12-22
S0292,C004,G06,C004-QZ,Quiz 2,quiz,57.7,100,2026-01-05
S0292,C004,G06,C004-QZ,Quiz 3,quiz,86.0,100,2026-01-20
S0292,C004,G06,C004-QZ,Quiz 4,quiz,59.3,100,2026-02-03
S0292,C004,G06,C004-AS,Assignment 1,assignment,77.9,100,2026-02-18
S0292,C004,G06,C004-AS,Assignment 2,assignment,54.1,100,2026-03-04
S0292,C004,G06,C004-AS,Assignment 3,assignment,52.1,100,2026-03-18
S0292,C004,G06,C004-PR,Practical 1,practical,65.5,100,2026-04-02
S0292,C004,G06,C004-PR,Practical 2,practical,88.3,100,2026-04-16
S0292,C004,G06,C004-EX,Midterm Exam,exam,63.2,100,2026-05-01
S0292,C004,G06,C004-EXF,Final Exam,exam,72.5,100,2026-05-15
S0293,C002,G03,C002-QZ,Quiz 1,quiz,66.3,100,2025-12-24
S0293,C002,G03,C002-QZ,Quiz 2,quiz,72.8,100,2026-01-07
S0293,C002,G03,C002-QZ,Quiz 3,quiz,74.7,100,2026-01-21
S0293,C002,G03,C002-QZ,Quiz 4,quiz,73.3,100,2026-02-05
S0293,C002,G03,C002-AS,Assignment 1,assignment,70.8,100,2026-02-19
S0293,C002,G03,C002-AS,Assignment 2,assignment,62.2,100,2026-03-05
S0293,C002,G03,C002-AS,Assignment 3,assignment,75.8,100,2026-03-19
S0293,C002,G03,C002-PR,Practical 1,practical,68.3,100,2026-04-03
S0293,C002,G03,C002-PR,Practical 2,practical,71.1,100,2026-04-17
S0293,C002,G03,C002-EX,Midterm Exam,exam,74.6,100,2026-05-01
S0293,C002,G03,C002-EXF,Final Exam,exam,60.9,100,2026-05-15
S0294,C003,G05,C003-QZ,Quiz 1,quiz,69.2,100,2025-12-28
S0294,C003,G05,C003-QZ,Quiz 2,quiz,82.7,100,2026-01-11
S0294,C003,G05,C003-QZ,Quiz 3,quiz,87.5,100,2026-01-25
S0294,C003,G05,C003-QZ,Quiz 4,quiz,75.5,100,2026-02-08
S0294,C003,G05,C003-AS,Assignment 1,assignment,63.6,100,2026-02-22
S0294,C003,G05,C003-AS,Assignment 2,assignment,54.1,100,2026-03-08
S0294,C003,G05,C003-AS,Assignment 3,assignment,53.5,100,2026-03-21
S0294,C003,G05,C003-PR,Practical 1,practical,58.7,100,2026-04-04
S0294,C003,G05,C003-PR,Practical 2,practical,78.8,100,2026-04-18
S0294,C003,G05,C003-EX,Midterm Exam,exam,79.2,100,2026-05-02
S0294,C003,G05,C003-EXF,Final Exam,exam,71.5,100,2026-05-16
S0295,C002,G04,C002-QZ,Quiz 1,quiz,97.0,100,2025-12-17
S0295,C002,G04,C002-QZ,Quiz 2,quiz,74.0,100,2026-01-01
S0295,C002,G04,C002-QZ,Quiz 3,quiz,74.3,100,2026-01-16
S0295,C002,G04,C002-QZ,Quiz 4,quiz,78.1,100,2026-01-31
S0295,C002,G04,C002-AS,Assignment 1,assignment,68.3,100,2026-02-15
S0295,C002,G04,C002-AS,Assignment 2,assignment,69.1,100,2026-03-02
S0295,C002,G04,C002-AS,Assignment 3,assignment,69.4,100,2026-03-16
S0295,C002,G04,C002-PR,Practical 1,practical,65.4,100,2026-03-31
S0295,C002,G04,C002-PR,Practical 2,practical,69.9,100,2026-04-15
S0295,C002,G04,C002-EX,Midterm Exam,exam,82.5,100,2026-04-30
S0295,C002,G04,C002-EXF,Final Exam,exam,83.0,100,2026-05-15
S0296,C001,G02,C001-QZ,Quiz 1,quiz,77.9,100,2025-12-30
S0296,C001,G02,C001-QZ,Quiz 2,quiz,86.8,100,2026-01-13
S0296,C001,G02,C001-QZ,Quiz 3,quiz,82.5,100,2026-01-27
S0296,C001,G02,C001-QZ,Quiz 4,quiz,85.7,100,2026-02-09
S0296,C001,G02,C001-AS,Assignment 1,assignment,84.0,100,2026-02-23
S0296,C001,G02,C001-AS,Assignment 2,assignment,66.3,100,2026-03-09
S0296,C001,G02,C001-AS,Assignment 3,assignment,70.1,100,2026-03-22
S0296,C001,G02,C001-PR,Practical 1,practical,80.0,100,2026-04-05
S0296,C001,G02,C001-PR,Practical 2,practical,89.7,100,2026-04-19
S0296,C001,G02,C001-EX,Midterm Exam,exam,82.4,100,2026-05-02
S0296,C001,G02,C001-EXF,Final Exam,exam,70.7,100,2026-05-16
S0297,C006,G09,C006-QZ,Quiz 1,quiz,69.7,100,2025-12-25
S0297,C006,G09,C006-QZ,Quiz 2,quiz,65.8,100,2026-01-08
S0297,C006,G09,C006-QZ,Quiz 3,quiz,78.6,100,2026-01-22
S0297,C006,G09,C006-QZ,Quiz 4,quiz,80.6,100,2026-02-05
S0297,C006,G09,C006-AS,Assignment 1,assignment,71.3,100,2026-02-19
S0297,C006,G09,C006-AS,Assignment 2,assignment,61.8,100,2026-03-06
S0297,C006,G09,C006-AS,Assignment 3,assignment,49.7,100,2026-03-20
S0297,C006,G09,C006-PR,Practical 1,practical,66.8,100,2026-04-03
S0297,C006,G09,C006-PR,Practical 2,practical,73.3,100,2026-04-17
S0297,C006,G09,C006-EX,Midterm Exam,exam,54.4,100,2026-05-01
S0297,C006,G09,C006-EXF,Final Exam,exam,68.4,100,2026-05-15
S0298,C004,G06,C004-QZ,Quiz 1,quiz,77.3,100,2025-12-25
S0298,C004,G06,C004-QZ,Quiz 2,quiz,86.9,100,2026-01-08
S0298,C004,G06,C004-QZ,Quiz 3,quiz,77.5,100,2026-01-22
S0298,C004,G06,C004-QZ,Quiz 4,quiz,62.6,100,2026-02-05
S0298,C004,G06,C004-AS,Assignment 1,assignment,79.6,100,2026-02-19
S0298,C004,G06,C004-AS,Assignment 2,assignment,97.9,100,2026-03-06
S0298,C004,G06,C004-AS,Assignment 3,assignment,53.6,100,2026-03-20
S0298,C004,G06,C004-PR,Practical 1,practical,74.7,100,2026-04-03
S0298,C004,G06,C004-PR,Practical 2,practical,90.7,100,2026-04-17
S0298,C004,G06,C004-EX,Midterm Exam,exam,88.6,100,2026-05-01
S0298,C004,G06,C004-EXF,Final Exam,exam,63.7,100,2026-05-15
S0299,C006,G08,C006-QZ,Quiz 1,quiz,74.8,100,2025-12-16
S0299,C006,G08,C006-QZ,Quiz 2,quiz,57.2,100,2025-12-31
S0299,C006,G08,C006-QZ,Quiz 3,quiz,78.1,100,2026-01-15
S0299,C006,G08,C006-QZ,Quiz 4,quiz,81.8,100,2026-01-30
S0299,C006,G08,C006-AS,Assignment 1,assignment,80.9,100,2026-02-14
S0299,C006,G08,C006-AS,Assignment 2,assignment,63.2,100,2026-03-01
S0299,C006,G08,C006-AS,Assignment 3,assignment,62.4,100,2026-03-16
S0299,C006,G08,C006-PR,Practical 1,practical,72.0,100,2026-03-31
S0299,C006,G08,C006-PR,Practical 2,practical,78.7,100,2026-04-15
S0299,C006,G08,C006-EX,Midterm Exam,exam,87.1,100,2026-04-30
S0299,C006,G08,C006-EXF,Final Exam,exam,66.9,100,2026-05-15
S0300,C006,G09,C006-QZ,Quiz 1,quiz,78.6,100,2025-12-17
S0300,C006,G09,C006-QZ,Quiz 2,quiz,76.6,100,2026-01-01
S0300,C006,G09,C006-QZ,Quiz 3,quiz,85.9,100,2026-01-16
S0300,C006,G09,C006-QZ,Quiz 4,quiz,98.6,100,2026-01-31
S0300,C006,G09,C006-AS,Assignment 1,assignment,75.9,100,2026-02-15
S0300,C006,G09,C006-AS,Assignment 2,assignment,65.7,100,2026-03-02
S0300,C006,G09,C006-AS,Assignment 3,assignment,77.4,100,2026-03-16
S0300,C006,G09,C006-PR,Practical 1,practical,68.1,100,2026-03-31
S0300,C006,G09,C006-PR,Practical 2,practical,79.8,100,2026-04-15
S0300,C006,G09,C006-EX,Midterm Exam,exam,83.7,100,2026-04-30
S0300,C006,G09,C006-EXF,Final Exam,exam,71.3,100,2026-05-15
S0301,C006,G08,C006-QZ,Quiz 1,quiz,80.6,100,2025-12-25
S0301,C006,G08,C006-QZ,Quiz 2,quiz,82.2,100,2026-01-08
S0301,C006,G08,C006-QZ,Quiz 3,quiz,86.8,100,2026-01-22
S0301,C006,G08,C006-QZ,Quiz 4,quiz,95.3,100,2026-02-05
S0301,C006,G08,C006-AS,Assignment 1,assignment,68.6,100,2026-02-19
S0301,C006,G08,C006-AS,Assignment 2,assignment,75.7,100,2026-03-06
S0301,C006,G08,C006-AS,Assignment 3,assignment,65.7,100,2026-03-20
S0301,C006,G08,C006-PR,Practical 1,practical,89.2,100,2026-04-03
S0301,C006,G08,C006-PR,Practical 2,practical,89.1,100,2026-04-17
S0301,C006,G08,C006-EX,Midterm Exam,exam,78.2,100,2026-05-01
S0301,C006,G08,C006-EXF,Final Exam,exam,80.8,100,2026-05-15
S0302,C004,G06,C004-QZ,Quiz 1,quiz,77.3,100,2025-12-27
S0302,C004,G06,C004-QZ,Quiz 2,quiz,75.3,100,2026-01-10
S0302,C004,G06,C004-QZ,Quiz 3,quiz,67.7,100,2026-01-24
S0302,C004,G06,C004-QZ,Quiz 4,quiz,77.5,100,2026-02-07
S0302,C004,G06,C004-AS,Assignment 1,assignment,75.6,100,2026-02-21
S0302,C004,G06,C004-AS,Assignment 2,assignment,52.6,100,2026-03-07
S0302,C004,G06,C004-AS,Assignment 3,assignment,51.0,100,2026-03-21
