event_id,student_id,event_type,event_datetime,duration_seconds,device
EV017020,S0272,video_watch,2026-05-26T10:31:13,426.0,web
EV017021,S0272,login,2026-05-15T18:23:58,,mobile
EV017022,S0272,video_watch,2026-05-05T13:22:02,808.0,web
EV017023,S0272,quiz_attempt,2026-04-14T09:16:07,,mobile
EV017024,S0272,login,2026-05-07T08:03:16,,web
EV017025,S0272,login,2026-01-09T18:25:07,,web
EV017026,S0272,quiz_attempt,2026-01-18T23:58:52,,web
EV017027,S0272,login,2026-01-29T14:23:44,,web
EV017028,S0272,forum_post,2025-12-22T06:54:28,,mobile
EV017029,S0272,forum_post,2026-04-25T05:19:02,,web
EV017030,S0272,resource_download,2026-01-13T02:03:32,,mobile
EV017031,S0272,video_watch,2026-01-06T21:32:43,553.0,web
EV017032,S0272,video_watch,2026-05-26T21:29:35,590.0,web
EV017033,S0272,quiz_attempt,2026-02-23T23:13:14,,web
EV017034,S0272,quiz_attempt,2026-01-28T17:47:56,,web
EV017035,S0272,login,2025-12-05T12:48:45,,web
EV017036,S0272,video_watch,2026-03-26T17:27:27,530.0,mobile
EV017037,S0272,video_watch,2026-05-06T03:44:16,504.0,web
EV017038,S0272,login,2026-03-25T21:44:07,,web
EV017039,S0272,video_watch,2026-02-25T11:20:16,631.0,web
EV017040,S0272,login,2026-02-08T00:31:07,,mobile
EV017041,S0272,login,2026-02-15T00:32:11,,mobile
EV017042,S0272,video_watch,2026-01-21T12:05:38,691.0,web
EV017043,S0272,login,2025-12-27T01:21:55,,mobile
EV017044,S0272,login,2026-05-23T13:31:32,,mobile
EV017045,S0272,login,2026-04-19T09:04:37,,mobile
EV017046,S0272,login,2025-12-09T07:53:48,,web
EV017047,S0272,video_watch,2026-04-04T07:20:16,366.0,mobile
EV017048,S0272,resource_download,2026-03-25T22:56:38,,web
EV017049,S0272,resource_download,2025-12-09T01:41:58,,mobile
EV017050,S0272,video_watch,2025-12-14T17:43:53,505.0,web
EV017051,S0272,resource_download,2026-01-27T23:21:56,,mobile
EV017052,S0272,video_watch,2025-12-28T21:26:12,877.0,mobile
EV017053,S0272,login,2026-02-05T07:45:32,,web
EV017054,S0272,login,2026-05-27T18:05:05,,mobile
EV017055,S0272,video_watch,2026-05-11T14:24:50,579.0,web
EV017056,S0272,video_watch,2026-04-30T08:56:34,601.0,web
EV017057,S0272,video_watch,2026-01-08T06:11:52,777.0,mobile
EV017058,S0272,forum_post,2026-04-18T12:37:13,,web
EV017059,S0273,forum_post,2025-12-21T16:50:23,,mobile
EV017060,S0273,quiz_attempt,2026-01-12T23:05:56,,web
EV017061,S0273,video_watch,2026-03-28T15:51:39,528.0,web
EV017062,S0273,login,2026-02-14T17:44:40,,web
EV017063,S0273,login,2026-05-17T02:12:00,,web
EV017064,S0273,resource_download,2026-01-16T10:30:32,,web
EV017065,S0273,quiz_attempt,2025-12-07T06:22:47,,web
EV017066,S0273,login,2026-04-21T15:44:22,,web
EV017067,S0273,video_watch,2026-05-05T14:06:02,698.0,mobile
EV017068,S0273,login,2026-04-13T20:53:02,,web
EV017069,S0273,video_watch,2026-01-17T09:58:33,782.0,web
EV017070,S0273,video_watch,2026-01-03T09:02:09,61.0,mobile
EV017071,S0273,login,2026-04-29T10:00:08,,web
EV017072,S0273,login,2026-03-08T02:47:57,,mobile
EV017073,S0273,quiz_attempt,2026-05-13T11:21:50,,mobile
EV017074,S0273,login,2026-04-19T23:41:43,,web
EV017075,S0273,login,2026-02-02T09:36:30,,web
EV017076,S0273,resource_download,2026-05-16T04:12:41,,web
EV017077,S0273,quiz_attempt,2026-03-21T11:02:17,,mobile
EV017078,S0273,login,2026-04-14T10:30:05,,web
EV017079,S0273,resource_download,2026-05-13T07:51:26,,mobile
EV017080,S0273,resource_download,2026-01-18T14:21:59,,mobile
EV017081,S0273,video_watch,2025-12-23T04:56:43,387.0,mobile
EV017082,S0273,login,2026-02-19T14:27:35,,mobile
EV017083,S0273,resource_download,2026-03-24T10:11:02,,web
EV017084,S0273,video_watch,2026-04-10T15:55:01,335.0,web
EV017085,S0273,login,2026-04-25T01:18:16,,mobile
EV017086,S0273,forum_post,2026-02-17T06:45:27,,mobile
EV017087,S0273,login,2026-05-13T16:36:34,,mobile
EV017088,S0273,resource_download,2025-12-21T22:11:10,,mobile
EV017089,S0273,login,2026-02-04T11:55:04,,web
EV017090,S0273,login,2026-02-04T11:06:50,,web
EV017091,S0273,login,2025-12-19T21:12:41,,web
EV017092,S0273,forum_post,2026-02-27T14:05:00,,mobile
EV017093,S0273,forum_post,2026-01-23T02:25:08,,mobile
EV017094,S0273,quiz_attempt,2026-02-08T06:04:27,,web
EV017095,S0273,video_watch,2025-12-12T21:41:45,510.0,web
EV017096,S0273,login,2026-02-10T10:16:47,,mobile
EV017097,S0273,login,2025-12-12T18:30:57,,web
EV017098,S0273,quiz_attempt,2026-05-27T06:53:40,,web
EV017099,S0273,login,2026-04-10T17:44:58,,web
EV017100,S0273,video_watch,2026-04-01T23:32:09,350.0,web
EV017101,S0273,login,2026-05-26T22:50:20,,web
EV017102,S0274,login,2026-04-30T01:32:31,,web
EV017103,S0274,login,2025-12-31T13:32:05,,web
EV017104,S0274,resource_download,2026-02-08T00:58:16,,web
EV017105,S0274,login,2026-02-25T22:59:49,,mobile
EV017106,S0274,login,2026-03-22T07:25:36,,mobile
EV017107,S0274,quiz_attempt,2026-01-19T04:41:57,,web
EV017108,S0274,video_watch,2026-04-22T11:51:40,704.0,mobile
EV017109,S0274,quiz_attempt,2026-02-27T09:13:51,,web
EV017110,S0274,forum_post,2026-04-07T11:47:15,,web
EV017111,S0274,quiz_attempt,2026-01-06T23:57:56,,web
EV017112,S0274,resource_download,2026-05-30T12:38:17,,mobile
EV017113,S0274,resource_download,2026-05-01T12:18:10,,mobile
EV017114,S0274,quiz_attempt,2026-01-02T06:27:48,,web
EV017115,S0274,resource_download,2026-05-20T01:25:21,,mobile
EV017116,S0274,quiz_attempt,2026-01-07T16:05:11,,web
EV017117,S0274,video_watch,2026-02-19T22:33:53,847.0,mobile
EV017118,S0274,video_watch,2026-01-12T12:04:14,860.0,web
EV017119,S0274,video_watch,2026-04-12T01:57:20,805.0,web
EV017120,S0274,video_watch,2026-02-15T04:32:03,602.0,mobile
EV017121,S0274,resource_download,2026-02-13T18:35:16,,web
EV017122,S0274,resource_download,2026-02-09T21:17:07,,mobile
EV017123,S0274,quiz_attempt,2026-01-02T02:51:08,,web
EV017124,S0274,video_watch,2026-01-22T10:21:36,690.0,web
EV017125,S0274,login,2026-04-20T12:45:40,,web
EV017126,S0274,forum_post,2026-01-28T07:19:13,,mobile
EV017127,S0274,login,2026-01-10T06:56:27,,mobile
EV017128,S0274,video_watch,2026-04-13T14:21:18,577.0,web
EV017129,S0274,resource_download,2026-05-16T13:40:13,,mobile
EV017130,S0274,login,2026-01-18T12:33:33,,web
EV017131,S0274,resource_download,2026-02-16T11:05:35,,mobile
EV017132,S0274,login,2026-03-22T01:54:50,,mobile
EV017133,S0274,video_watch,2026-04-22T12:08:32,396.0,web
EV017134,S0274,forum_post,2025-12-27T00:02:06,,mobile
EV017135,S0274,login,2026-05-04T15:50:46,,web
EV017136,S0274,video_watch,2026-02-08T01:56:58,860.0,mobile
EV017137,S0274,resource_download,2026-05-17T02:33:32,,mobile
EV017138,S0274,video_watch,2026-01-27T09:08:55,652.0,web
EV017139,S0274,video_watch,2026-01-18T08:31:45,369.0,mobile
EV017140,S0274,video_watch,2026-02-08T09:21:11,777.0,web
EV017141,S0274,login,2026-01-05T03:12:03,,mobile
EV017142,S0274,video_watch,2026-01-30T16:45:25,624.0,web
EV017143,S0274,quiz_attempt,2026-01-27T00:26:36,,web
EV017144,S0274,login,2026-03-17T04:44:54,,web
EV017145,S0274,login,2026-05-25T15:15:31,,web
EV017146,S0274,forum_post,2026-04-17T09:04:41,,mobile
EV017147,S0274,quiz_attempt,2025-12-27T01:45:03,,web
EV017148,S0274,quiz_attempt,2026-04-30T04:25:35,,mobile
EV017149,S0274,video_watch,2026-04-14T09:57:41,257.0,web
EV017150,S0274,resource_download,2026-05-15T23:10:41,,web
EV017151,S0274,quiz_attempt,2026-05-21T13:55:02,,mobile
EV017152,S0274,forum_post,2026-03-30T22:35:00,,mobile
EV017153,S0274,login,2026-05-25T04:05:05,,web
EV017154,S0274,forum_post,2026-05-18T07:43:44,,web
EV017155,S0274,video_watch,2026-05-15T18:36:49,394.0,web
EV017156,S0274,quiz_attempt,2026-05-23T20:52:23,,web
EV017157,S0274,login,2026-02-22T13:56:47,,web
EV017158,S0274,login,2026-04-11T22:21:20,,web
EV017159,S0274,login,2026-02-16T17:33:06,,web
EV017160,S0274,login,2026-02-01T15:41:37,,mobile
EV017161,S0274,resource_download,2026-03-28T21:09:04,,mobile
EV017162,S0274,login,2026-04-23T21:28:42,,web
EV017163,S0274,resource_download,2026-04-25T00:46:33,,web
EV017164,S0274,quiz_attempt,2026-01-21T06:26:45,,mobile
EV017165,S0274,quiz_attempt,2026-02-08T15:12:08,,mobile
EV017166,S0274,video_watch,2026-04-22T16:10:49,529.0,mobile
EV017167,S0274,forum_post,2026-04-08T04:23:28,,mobile
EV017168,S0274,quiz_attempt,2026-04-24T20:58:40,,web
EV017169,S0274,video_watch,2026-01-27T20:38:49,711.0,mobile
EV017170,S0274,login,2026-02-17T02:40:07,,web
EV017171,S0274,video_watch,2026-01-26T06:15:04,827.0,mobile
EV017172,S0274,video_watch,2026-03-17T01:25:40,820.0,mobile
EV017173,S0274,resource_download,2026-05-23T10:02:32,,web
EV017174,S0274,quiz_attempt,2026-04-20T17:31:38,,web
EV017175,S0274,video_watch,2026-05-05T06:11:01,790.0,web
EV017176,S0274,video_watch,2026-05-29T13:44:42,662.0,web
EV017177,S0274,resource_download,2026-04-04T22:10:21,,web
EV017178,S0274,quiz_attempt,2026-03-24T09:01:56,,mobile
EV017179,S0274,quiz_attempt,2026-02-22T06:25:44,,web
EV017180,S0274,video_watch,2026-03-26T01:00:04,1014.0,web
EV017181,S0274,login,2026-02-26T12:01:49,,web
EV017182,S0274,login,2026-03-07T05:40:19,,web
EV017183,S0275,resource_download,2025-12-10T23:53:51,,web
EV017184,S0275,video_watch,2026-01-05T13:15:57,610.0,mobile
EV017185,S0275,resource_download,2026-01-07T17:17:56,,mobile
EV017186,S0275,resource_download,2026-04-29T08:17:35,,mobile
EV017187,S0275,login,2026-04-08T05:15:50,,web
EV017188,S0275,video_watch,2026-04-18T21:09:12,679.0,mobile
EV017189,S0275,resource_download,2026-05-24T01:52:06,,web
EV017190,S0275,video_watch,2026-02-14T21:31:21,486.0,web
EV017191,S0275,login,2026-01-17T00:22:59,,web
EV017192,S0275,login,2026-01-02T05:38:42,,mobile
EV017193,S0275,login,2026-01-26T14:45:36,,web
EV017194,S0275,forum_post,2026-01-07T11:33:40,,mobile
EV017195,S0275,login,2025-12-29T02:45:34,,web
EV017196,S0275,login,2026-02-27T14:34:27,,web
EV017197,S0275,video_watch,2026-05-17T02:49:55,555.0,web
EV017198,S0275,login,2026-04-12T23:14:49,,web
EV017199,S0275,login,2026-03-14T05:26:22,,web
EV017200,S0275,login,2026-02-08T23:41:36,,mobile
EV017201,S0275,video_watch,2026-02-19T22:12:56,150.0,web
EV017202,S0275,login,2026-05-19T00:54:41,,mobile
EV017203,S0275,video_watch,2026-04-20T03:19:14,489.0,web
EV017204,S0275,video_watch,2025-12-14T11:48:14,918.0,mobile
EV017205,S0275,login,2026-02-10T13:05:54,,web
EV017206,S0275,quiz_attempt,2026-01-20T07:53:28,,mobile
EV017207,S0275,login,2025-12-27T19:53:38,,mobile
EV017208,S0275,resource_download,2026-05-13T17:41:17,,web
EV017209,S0275,video_watch,2026-05-12T04:56:00,596.0,web
EV017210,S0275,login,2026-02-12T10:35:47,,web
EV017211,S0275,quiz_attempt,2026-04-28T10:46:59,,mobile
EV017212,S0275,resource_download,2026-03-24T03:02:25,,mobile
EV017213,S0275,resource_download,2026-01-18T11:10:31,,web
EV017214,S0275,resource_download,2026-02-17T03:19:34,,mobile
EV017215,S0275,login,2026-05-04T12:41:37,,web
EV017216,S0275,quiz_attempt,2026-05-01T11:42:55,,web
EV017217,S0275,resource_download,2026-05-25T03:19:06,,mobile
EV017218,S0275,video_watch,2025-12-17T13:14:51,587.0,web
EV017219,S0275,login,2026-02-28T11:12:52,,mobile
EV017220,S0275,login,2026-01-21T09:28:40,,web
EV017221,S0275,quiz_attempt,2026-05-20T02:29:24,,mobile
EV017222,S0275,video_watch,2026-01-12T13:35:09,766.0,mobile
EV017223,S0275,login,2025-12-24T07:00:09,,web
EV017224,S0275,video_watch,2025-12-13T14:14:24,638.0,web
EV017225,S0275,resource_download,2026-01-04T13:47:32,,web
EV017226,S0275,video_watch,2026-01-06T09:51:11,409.0,mobile
EV017227,S0275,resource_download,2025-12-24T03:57:50,,web
EV017228,S0275,login,2026-02-21T01:26:53,,web
EV017229,S0275,video_watch,2026-01-13T04:03:13,571.0,mobile
EV017230,S0275,login,2025-12-09T21:42:46,,mobile
EV017231,S0275,video_watch,2026-03-04T15:39:58,339.0,web
EV017232,S0275,video_watch,2026-01-17T07:05:26,603.0,web
EV017233,S0275,login,2025-12-21T10:13:17,,web
EV017234,S0275,resource_download,2026-03-13T19:00:17,,web
EV017235,S0275,resource_download,2025-12-11T20:22:48,,web
EV017236,S0275,quiz_attempt,2025-12-28T06:03:20,,web
EV017237,S0275,login,2025-12-04T17:43:33,,mobile
EV017238,S0275,login,2026-01-20T02:22:51,,web
EV017239,S0275,video_watch,2026-03-08T14:46:00,398.0,web
EV017240,S0275,video_watch,2026-02-25T23:16:41,752.0,web
EV017241,S0275,forum_post,2026-05-30T14:45:37,,mobile
EV017242,S0275,video_watch,2026-05-24T08:32:51,464.0,mobile
EV017243,S0275,login,2026-05-13T00:22:08,,mobile
EV017244,S0275,video_watch,2026-04-01T02:34:00,401.0,mobile
EV017245,S0275,video_watch,2026-01-29T04:55:07,543.0,web
EV017246,S0275,login,2026-05-04T09:07:49,,mobile
EV017247,S0276,resource_download,2025-12-30T20:18:57,,web
EV017248,S0276,login,2026-01-25T04:48:16,,mobile
EV017249,S0276,video_watch,2026-05-21T14:56:47,331.0,mobile
EV017250,S0276,login,2026-02-22T16:32:06,,web
EV017251,S0276,quiz_attempt,2026-03-22T01:48:51,,web
EV017252,S0276,login,2026-01-28T06:16:01,,web
EV017253,S0276,video_watch,2026-03-30T08:56:28,468.0,mobile
EV017254,S0276,resource_download,2026-04-01T13:59:31,,web
EV017255,S0276,quiz_attempt,2026-01-28T20:34:49,,web
EV017256,S0276,login,2026-03-01T04:28:34,,mobile
EV017257,S0276,login,2026-04-06T13:04:22,,web
EV017258,S0276,login,2026-01-14T14:45:47,,mobile
EV017259,S0276,quiz_attempt,2026-04-16T01:10:15,,web
EV017260,S0276,quiz_attempt,2026-05-30T15:18:19,,mobile
EV017261,S0276,quiz_attempt,2026-04-11T23:16:28,,mobile
EV017262,S0276,login,2026-05-23T08:52:28,,web
EV017263,S0276,quiz_attempt,2025-12-21T20:49:10,,web
EV017264,S0276,video_watch,2026-04-20T04:18:17,593.0,web
EV017265,S0276,login,2026-03-01T18:13:59,,web
EV017266,S0276,video_watch,2026-05-08T14:31:51,840.0,mobile
EV017267,S0276,login,2026-03-31T20:44:20,,mobile
EV017268,S0276,video_watch,2026-05-10T16:41:22,66.0,web
EV017269,S0276,video_watch,2025-12-31T14:56:35,695.0,mobile
EV017270,S0276,forum_post,2026-04-21T13:54:13,,mobile
EV017271,S0276,resource_download,2026-05-15T18:55:50,,mobile
EV017272,S0276,login,2026-04-02T00:36:37,,mobile
EV017273,S0276,resource_download,2026-04-05T15:07:06,,web
EV017274,S0276,login,2026-01-09T10:53:31,,web
EV017275,S0276,login,2026-04-11T17:11:28,,web
EV017276,S0276,video_watch,2026-03-02T22:44:36,495.0,web
EV017277,S0276,video_watch,2026-05-29T07:49:43,473.0,mobile
EV017278,S0276,resource_download,2026-05-11T19:50:18,,web
EV017279,S0276,resource_download,2026-03-14T12:40:39,,web
EV017280,S0276,forum_post,2026-04-15T19:37:53,,mobile
EV017281,S0276,resource_download,2026-02-20T06:05:09,,web
EV017282,S0276,forum_post,2026-02-10T13:33:52,,mobile
EV017283,S0276,forum_post,2026-04-03T23:38:22,,web
EV017284,S0276,login,2026-02-15T06:32:44,,web
EV017285,S0276,video_watch,2026-05-02T07:17:04,436.0,mobile
EV017286,S0276,login,2026-02-02T02:21:06,,web
EV017287,S0276,login,2026-01-16T10:35:47,,web
EV017288,S0276,forum_post,2026-05-17T06:13:53,,mobile
EV017289,S0276,video_watch,2026-05-05T23:32:24,499.0,web
EV017290,S0276,forum_post,2026-04-25T06:03:58,,mobile
EV017291,S0276,quiz_attempt,2026-01-30T09:37:34,,web
EV017292,S0276,video_watch,2026-01-15T11:51:01,696.0,mobile
EV017293,S0276,video_watch,2026-04-14T06:25:11,465.0,web
EV017294,S0276,login,2025-12-21T08:01:36,,web
EV017295,S0276,video_watch,2026-04-23T22:37:08,904.0,web
EV017296,S0276,video_watch,2026-04-06T21:30:08,697.0,mobile
EV017297,S0276,resource_download,2026-01-22T15:30:41,,web
EV017298,S0276,video_watch,2026-03-25T13:34:09,612.0,mobile
EV017299,S0276,video_watch,2026-01-14T04:52:22,539.0,web
EV017300,S0276,resource_download,2026-04-07T06:46:18,,web
EV017301,S0276,video_watch,2026-03-12T02:57:21,810.0,web
EV017302,S0276,resource_download,2026-01-09T18:54:59,,mobile
EV017303,S0276,login,2026-03-25T16:11:01,,web
EV017304,S0276,login,2025-12-29T19:47:49,,mobile
EV017305,S0276,forum_post,2026-01-02T07:26:35,,mobile
EV017306,S0277,quiz_attempt,2026-02-07T09:18:59,,web
EV017307,S0277,video_watch,2026-03-17T13:00:50,353.0,mobile
EV017308,S0277,video_watch,2026-05-28T19:47:43,444.0,mobile
EV017309,S0277,video_watch,2026-02-20T02:56:27,712.0,mobile
EV017310,S0277,video_watch,2026-01-09T04:44:24,772.0,mobile
EV017311,S0277,login,2025-12-19T22:22:49,,web
EV017312,S0277,login,2026-04-06T18:50:03,,web
EV017313,S0277,quiz_attempt,2026-05-29T00:42:48,,web
EV017314,S0277,login,2026-02-07T04:50:27,,web
EV017315,S0277,video_watch,2026-05-01T11:57:50,525.0,web
EV017316,S0277,login,2026-03-13T00:48:16,,web
EV017317,S0277,login,2026-03-31T03:35:33,,mobile
EV017318,S0277,video_watch,2026-05-18T03:57:57,436.0,mobile
EV017319,S0277,quiz_attempt,2026-03-28T14:01:17,,web
EV017320,S0277,login,2026-05-12T21:39:09,,web
EV017321,S0277,login,2026-01-19T05:48:34,,web
EV017322,S0277,login,2026-04-09T11:30:05,,mobile
EV017323,S0277,forum_post,2026-03-25T17:32:34,,mobile
EV017324,S0277,quiz_attempt,2026-05-09T15:10:49,,web
EV017325,S0277,login,2026-01-10T10:20:43,,web
EV017326,S0277,login,2026-01-13T03:13:35,,web
EV017327,S0277,login,2026-04-03T09:09:35,,web
EV017328,S0277,quiz_attempt,2025-12-30T21:33:31,,web
EV017329,S0277,login,2026-03-18T08:50:54,,web
EV017330,S0277,login,2026-04-15T10:15:58,,mobile
EV017331,S0277,video_watch,2026-05-17T13:18:36,601.0,mobile
EV017332,S0277,login,2026-04-27T18:18:08,,mobile
EV017333,S0277,forum_post,2026-03-12T09:10:45,,web
EV017334,S0277,login,2026-05-11T13:54:56,,mobile
EV017335,S0277,video_watch,2026-05-22T10:51:39,880.0,web
EV017336,S0277,video_watch,2026-04-14T18:39:54,593.0,web
EV017337,S0277,quiz_attempt,2026-04-17T17:56:40,,web
EV017338,S0277,quiz_attempt,2026-03-22T03:51:06,,mobile
EV017339,S0277,login,2026-01-31T02:25:15,,web
EV017340,S0277,login,2026-01-13T11:54:58,,web
EV017341,S0277,login,2026-02-05T04:08:10,,mobile
EV017342,S0277,video_watch,2026-01-17T23:06:59,332.0,web
EV017343,S0277,login,2025-12-20T16:07:24,,web
EV017344,S0277,login,2026-04-15T04:37:33,,mobile
EV017345,S0277,login,2026-03-26T18:50:48,,web
EV017346,S0277,quiz_attempt,2026-05-13T04:29:33,,mobile
EV017347,S0277,login,2026-02-18T09:56:23,,web
EV017348,S0277,video_watch,2026-04-29T18:09:04,607.0,web
EV017349,S0277,login,2026-04-14T11:15:35,,web
EV017350,S0277,quiz_attempt,2026-02-17T02:35:42,,mobile
EV017351,S0277,login,2026-04-21T13:39:38,,mobile
EV017352,S0277,login,2026-01-19T14:46:59,,mobile
EV017353,S0277,forum_post,2026-05-09T18:04:14,,web
EV017354,S0277,forum_post,2026-01-24T20:51:02,,mobile
EV017355,S0277,resource_download,2026-02-01T22:06:14,,mobile
EV017356,S0277,resource_download,2026-04-09T03:54:27,,web
EV017357,S0277,login,2026-01-01T18:59:56,,mobile
EV017358,S0277,video_watch,2025-12-27T18:19:51,741.0,web
EV017359,S0277,login,2026-01-21T17:17:39,,web
EV017360,S0277,video_watch,2026-04-02T03:45:20,565.0,web
EV017361,S0277,video_watch,2026-04-23T15:26:48,836.0,web
EV017362,S0277,resource_download,2026-03-29T15:49:16,,web
EV017363,S0277,login,2026-01-18T11:31:44,,web
EV017364,S0277,forum_post,2026-05-01T02:13:32,,web
EV017365,S0277,forum_post,2026-05-13T08:13:46,,mobile
EV017366,S0277,login,2026-05-10T05:05:18,,mobile
EV017367,S0277,resource_download,2026-04-11T11:07:47,,web
EV017368,S0277,login,2026-04-11T11:55:35,,web
EV017369,S0277,video_watch,2025-12-21T13:12:10,758.0,web
EV017370,S0277,quiz_attempt,2026-04-22T02:15:21,,mobile
EV017371,S0277,video_watch,2026-04-22T13:08:57,573.0,web
EV017372,S0277,login,2026-02-06T12:58:43,,mobile
EV017373,S0277,video_watch,2026-04-18T06:51:55,593.0,web
EV017374,S0277,login,2026-05-10T15:28:29,,web
EV017375,S0277,quiz_attempt,2026-02-09T14:20:32,,web
EV017376,S0277,login,2026-02-25T03:57:36,,web
EV017377,S0277,login,2026-03-23T09:58:35,,web
EV017378,S0277,quiz_attempt,2026-01-27T03:30:44,,web
EV017379,S0278,resource_download,2026-05-08T11:22:12,,web
EV017380,S0278,video_watch,2026-01-27T03:36:02,875.0,web
EV017381,S0278,video_watch,2026-05-12T10:42:49,567.0,web
EV017382,S0278,quiz_attempt,2026-02-23T21:18:12,,mobile
EV017383,S0278,resource_download,2026-01-20T19:50:56,,web
EV017384,S0278,video_watch,2026-05-15T15:57:08,553.0,web
EV017385,S0278,forum_post,2025-12-25T20:06:51,,web
EV017386,S0278,quiz_attempt,2026-01-12T00:02:21,,mobile
EV017387,S0278,login,2026-04-06T03:42:05,,mobile
EV017388,S0278,quiz_attempt,2026-05-19T23:13:09,,web
EV017389,S0278,video_watch,2026-03-12T11:26:03,523.0,web
EV017390,S0278,forum_post,2025-12-31T14:11:35,,web
EV017391,S0278,video_watch,2026-01-28T02:35:17,724.0,mobile
EV017392,S0278,video_watch,2026-04-24T05:48:41,407.0,web
EV017393,S0278,resource_download,2026-05-10T09:42:11,,web
EV017394,S0278,video_watch,2026-05-18T21:04:38,436.0,web
EV017395,S0278,login,2025-12-17T16:56:55,,mobile
EV017396,S0278,login,2026-03-31T07:30:01,,web
EV017397,S0278,quiz_attempt,2026-03-08T22:45:38,,mobile
EV017398,S0278,resource_download,2025-12-24T16:04:17,,web
EV017399,S0278,video_watch,2026-01-11T18:30:20,622.0,web
EV017400,S0278,video_watch,2026-03-14T18:54:28,508.0,mobile
EV017401,S0278,resource_download,2026-05-30T23:32:17,,mobile
EV017402,S0278,login,2026-05-21T11:51:44,,web
EV017403,S0278,resource_download,2026-02-05T21:54:51,,web
EV017404,S0278,login,2026-01-20T00:59:12,,mobile
EV017405,S0278,forum_post,2026-04-12T18:07:44,,web
EV017406,S0278,quiz_attempt,2026-02-14T16:39:14,,web
EV017407,S0278,video_watch,2026-05-22T13:20:03,700.0,web
EV017408,S0278,quiz_attempt,2026-05-22T07:49:50,,web
EV017409,S0278,video_watch,2026-02-14T06:00:35,515.0,web
EV017410,S0278,login,2026-04-08T13:48:11,,web
EV017411,S0278,quiz_attempt,2026-03-22T16:06:00,,web
EV017412,S0278,login,2026-04-21T17:38:18,,mobile
EV017413,S0278,quiz_attempt,2026-05-23T11:05:57,,mobile
EV017414,S0278,resource_download,2026-04-16T15:53:40,,web
EV017415,S0278,login,2026-04-04T16:21:01,,web
EV017416,S0278,video_watch,2026-04-23T01:57:09,952.0,web
EV017417,S0278,quiz_attempt,2026-05-11T12:47:08,,web
EV017418,S0278,quiz_attempt,2026-05-28T19:50:30,,mobile
EV017419,S0278,login,2026-02-28T21:24:37,,mobile
EV017420,S0278,resource_download,2026-04-10T23:00:21,,web
EV017421,S0278,login,2026-04-18T12:52:22,,web
EV017422,S0279,login,2026-03-01T12:17:53,,web
EV017423,S0279,video_watch,2026-01-22T06:55:06,678.0,web
EV017424,S0279,quiz_attempt,2026-05-30T01:21:14,,web
EV017425,S0279,resource_download,2026-04-17T07:02:34,,web
EV017426,S0279,quiz_attempt,2026-01-21T12:15:26,,web
EV017427,S0279,quiz_attempt,2026-01-03T09:59:07,,mobile
EV017428,S0279,video_watch,2026-01-23T23:44:53,421.0,mobile
EV017429,S0279,video_watch,2026-05-21T16:01:45,1023.0,web
EV017430,S0279,login,2026-04-11T03:35:33,,web
EV017431,S0279,login,2026-02-06T00:35:06,,web
EV017432,S0279,login,2026-05-29T09:16:25,,web
EV017433,S0279,video_watch,2026-04-16T13:50:53,454.0,mobile
EV017434,S0279,login,2026-04-02T22:50:19,,mobile
EV017435,S0279,quiz_attempt,2026-01-22T09:10:10,,web
EV017436,S0279,login,2026-03-18T10:16:41,,web
EV017437,S0279,forum_post,2026-01-22T22:15:01,,web
EV017438,S0279,forum_post,2026-04-26T21:37:14,,mobile
EV017439,S0279,login,2026-02-14T20:26:02,,mobile
EV017440,S0279,forum_post,2026-02-11T22:17:19,,mobile
EV017441,S0279,quiz_attempt,2026-04-02T05:23:49,,web
EV017442,S0279,login,2026-03-28T15:20:44,,web
EV017443,S0279,video_watch,2026-04-25T07:05:15,399.0,mobile
EV017444,S0279,video_watch,2025-12-30T08:11:30,683.0,mobile
EV017445,S0279,login,2026-01-07T07:31:47,,web
EV017446,S0279,resource_download,2026-04-23T18:13:52,,web
EV017447,S0279,quiz_attempt,2025-12-31T02:37:57,,web
EV017448,S0279,video_watch,2026-01-27T18:50:14,581.0,web
EV017449,S0279,login,2026-01-09T09:40:24,,web
EV017450,S0279,quiz_attempt,2026-01-19T21:11:08,,mobile
EV017451,S0279,quiz_attempt,2026-04-09T12:41:26,,web
EV017452,S0279,login,2026-01-04T06:21:29,,web
EV017453,S0279,login,2026-01-24T20:41:09,,mobile
EV017454,S0279,forum_post,2026-04-23T21:37:20,,web
EV017455,S0279,login,2026-01-03T19:17:15,,mobile
EV017456,S0279,quiz_attempt,2026-05-07T23:20:02,,web
EV017457,S0279,login,2026-01-28T18:48:17,,mobile
EV017458,S0279,video_watch,2026-03-16T01:11:18,378.0,web
EV017459,S0279,forum_post,2026-01-02T08:37:55,,mobile
EV017460,S0279,quiz_attempt,2026-01-26T03:02:01,,web
EV017461,S0279,login,2026-03-04T19:52:00,,web
EV017462,S0279,video_watch,2026-04-21T19:13:03,981.0,mobile
EV017463,S0279,quiz_attempt,2026-05-26T02:02:14,,web
EV017464,S0279,resource_download,2025-12-30T19:57:25,,web
EV017465,S0279,video_watch,2026-02-11T05:56:47,737.0,web
EV017466,S0279,quiz_attempt,2026-03-11T02:01:49,,mobile
EV017467,S0279,quiz_attempt,2026-01-02T00:23:06,,mobile
EV017468,S0279,video_watch,2026-05-20T00:14:06,543.0,web
