record_id,student_id,course_id,assessment_id,question_no,concept_id,concept_name,score_pct,mastery_status,timestamp
CP006751,S0282,C004,C004-QZ,3,C004-K04,Prototyping,76.7,passed,2026-01-15T11:23:14
CP006752,S0282,C004,C004-QZ,4,C004-K02,Wireframing,73.6,passed,2026-01-15T11:23:14
CP006753,S0282,C004,C004-QZ,1,C004-K01,Design Principles,55.9,failed,2026-01-29T11:23:14
CP006754,S0282,C004,C004-QZ,2,C004-K05,Usability Testing,50.6,failed,2026-01-29T11:23:14
CP006755,S0282,C004,C004-QZ,3,C004-K04,Prototyping,48.0,failed,2026-01-29T11:23:14
CP006756,S0282,C004,C004-QZ,4,C004-K03,Color Theory,64.5,passed,2026-01-29T11:23:14
CP006757,S0282,C004,C004-QZ,1,C004-K05,Usability Testing,55.1,failed,2026-02-11T11:23:14
CP006758,S0282,C004,C004-QZ,2,C004-K01,Design Principles,43.8,failed,2026-02-11T11:23:14
CP006759,S0282,C004,C004-QZ,3,C004-K02,Wireframing,73.2,passed,2026-02-11T11:23:14
CP006760,S0282,C004,C004-QZ,4,C004-K03,Color Theory,68.8,passed,2026-02-11T11:23:14
CP006761,S0282,C004,C004-EX,1,C004-K04,Prototyping,68.5,passed,2026-05-03T11:23:14
CP006762,S0282,C004,C004-EX,2,C004-K05,Usability Testing,74.9,passed,2026-05-03T11:23:14
CP006763,S0282,C004,C004-EX,3,C004-K02,Wireframing,79.0,passed,2026-05-03T11:23:14
CP006764,S0282,C004,C004-EX,4,C004-K03,Color Theory,70.6,passed,2026-05-03T11:23:14
CP006765,S0282,C004,C004-EXF,1,C004-K03,Color Theory,48.0,failed,2026-05-16T11:23:14
CP006766,S0282,C004,C004-EXF,2,C004-K05,Usability Testing,68.3,passed,2026-05-16T11:23:14
CP006767,S0282,C004,C004-EXF,3,C004-K04,Prototyping,51.2,failed,2026-05-16T11:23:14
CP006768,S0282,C004,C004-EXF,4,C004-K02,Wireframing,64.1,passed,2026-05-16T11:23:14
CP006769,S0283,C006,C006-QZ,1,C006-K03,Overfitting & Regularization,74.9,passed,2025-12-20T08:01:33
CP006770,S0283,C006,C006-QZ,2,C006-K02,Classification,83.5,passed,2025-12-20T08:01:33
CP006771,S0283,C006,C006-QZ,3,C006-K06,Clustering,79.2,passed,2025-12-20T08:01:33
CP006772,S0283,C006,C006-QZ,4,C006-K04,Feature Engineering,95.9,passed,2025-12-20T08:01:33
CP006773,S0283,C006,C006-QZ,1,C006-K04,Feature Engineering,90.0,passed,2026-01-04T08:01:33
CP006774,S0283,C006,C006-QZ,2,C006-K06,Clustering,80.1,passed,2026-01-04T08:01:33
CP006775,S0283,C006,C006-QZ,3,C006-K01,Regression,76.4,passed,2026-01-04T08:01:33
CP006776,S0283,C006,C006-QZ,4,C006-K02,Classification,83.5,passed,2026-01-04T08:01:33
CP006777,S0283,C006,C006-QZ,1,C006-K03,Overfitting & Regularization,47.1,failed,2026-01-18T08:01:33
CP006778,S0283,C006,C006-QZ,2,C006-K01,Regression,71.1,passed,2026-01-18T08:01:33
CP006779,S0283,C006,C006-QZ,3,C006-K05,Model Evaluation,72.6,passed,2026-01-18T08:01:33
CP006780,S0283,C006,C006-QZ,4,C006-K02,Classification,62.0,passed,2026-01-18T08:01:33
CP006781,S0283,C006,C006-QZ,1,C006-K06,Clustering,100.0,passed,2026-02-02T08:01:33
CP006782,S0283,C006,C006-QZ,2,C006-K04,Feature Engineering,99.8,passed,2026-02-02T08:01:33
CP006783,S0283,C006,C006-QZ,3,C006-K02,Classification,100.0,passed,2026-02-02T08:01:33
CP006784,S0283,C006,C006-QZ,4,C006-K01,Regression,95.4,passed,2026-02-02T08:01:33
CP006785,S0283,C006,C006-EX,1,C006-K05,Model Evaluation,77.6,passed,2026-04-30T08:01:33
CP006786,S0283,C006,C006-EX,2,C006-K01,Regression,73.7,passed,2026-04-30T08:01:33
CP006787,S0283,C006,C006-EX,3,C006-K03,Overfitting & Regularization,51.4,failed,2026-04-30T08:01:33
CP006788,S0283,C006,C006-EX,4,C006-K04,Feature Engineering,56.1,failed,2026-04-30T08:01:33
CP006789,S0283,C006,C006-EXF,1,C006-K02,Classification,90.2,passed,2026-05-15T08:01:33
CP006790,S0283,C006,C006-EXF,2,C006-K03,Overfitting & Regularization,72.7,passed,2026-05-15T08:01:33
CP006791,S0283,C006,C006-EXF,3,C006-K04,Feature Engineering,92.7,passed,2026-05-15T08:01:33
CP006792,S0283,C006,C006-EXF,4,C006-K05,Model Evaluation,96.1,passed,2026-05-15T08:01:33
CP006793,S0284,C005,C005-QZ,1,C005-K04,Funnel Analytics,32.2,failed,2025-12-27T01:10:39
CP006794,S0284,C005,C005-QZ,2,C005-K03,Paid Ads,61.3,passed,2025-12-27T01:10:39
CP006795,S0284,C005,C005-QZ,3,C005-K02,Content Strategy,66.7,passed,2025-12-27T01:10:39
CP006796,S0284,C005,C005-QZ,4,C005-K01,SEO Basics,52.2,failed,2025-12-27T01:10:39
CP006797,S0284,C005,C005-QZ,1,C005-K01,SEO Basics,81.9,passed,2026-01-10T01:10:39
CP006798,S0284,C005,C005-QZ,2,C005-K03,Paid Ads,78.7,passed,2026-01-10T01:10:39
CP006799,S0284,C005,C005-QZ,3,C005-K02,Content Strategy,66.8,passed,2026-01-10T01:10:39
CP006800,S0284,C005,C005-QZ,4,C005-K04,Funnel Analytics,77.1,passed,2026-01-10T01:10:39
CP006801,S0284,C005,C005-QZ,1,C005-K03,Paid Ads,63.3,passed,2026-01-24T01:10:39
CP006802,S0284,C005,C005-QZ,2,C005-K01,SEO Basics,71.1,passed,2026-01-24T01:10:39
CP006803,S0284,C005,C005-QZ,3,C005-K02,Content Strategy,61.1,passed,2026-01-24T01:10:39
CP006804,S0284,C005,C005-QZ,4,C005-K04,Funnel Analytics,61.8,passed,2026-01-24T01:10:39
CP006805,S0284,C005,C005-QZ,1,C005-K02,Content Strategy,51.2,failed,2026-02-07T01:10:39
CP006806,S0284,C005,C005-QZ,2,C005-K03,Paid Ads,53.6,failed,2026-02-07T01:10:39
CP006807,S0284,C005,C005-QZ,3,C005-K04,Funnel Analytics,53.3,failed,2026-02-07T01:10:39
CP006808,S0284,C005,C005-QZ,4,C005-K01,SEO Basics,53.0,failed,2026-02-07T01:10:39
CP006809,S0284,C005,C005-EX,1,C005-K01,SEO Basics,56.9,failed,2026-05-02T01:10:39
CP006810,S0284,C005,C005-EX,2,C005-K02,Content Strategy,56.6,failed,2026-05-02T01:10:39
CP006811,S0284,C005,C005-EX,3,C005-K03,Paid Ads,62.6,passed,2026-05-02T01:10:39
CP006812,S0284,C005,C005-EX,4,C005-K04,Funnel Analytics,59.3,failed,2026-05-02T01:10:39
CP006813,S0284,C005,C005-EXF,1,C005-K01,SEO Basics,86.8,passed,2026-05-16T01:10:39
CP006814,S0284,C005,C005-EXF,2,C005-K03,Paid Ads,62.3,passed,2026-05-16T01:10:39
CP006815,S0284,C005,C005-EXF,3,C005-K02,Content Strategy,68.3,passed,2026-05-16T01:10:39
CP006816,S0284,C005,C005-EXF,4,C005-K04,Funnel Analytics,70.7,passed,2026-05-16T01:10:39
CP006817,S0285,C001,C001-QZ,1,C001-K05,Joins & Merges,76.0,passed,2025-12-16T14:25:59
CP006818,S0285,C001,C001-QZ,2,C001-K02,Descriptive Statistics,78.8,passed,2025-12-16T14:25:59
CP006819,S0285,C001,C001-QZ,3,C001-K06,Data Visualization Basics,82.2,passed,2025-12-16T14:25:59
CP006820,S0285,C001,C001-QZ,4,C001-K03,Data Cleaning,88.7,passed,2025-12-16T14:25:59
CP006821,S0285,C001,C001-QZ,1,C001-K05,Joins & Merges,44.7,failed,2025-12-31T14:25:59
CP006822,S0285,C001,C001-QZ,2,C001-K06,Data Visualization Basics,65.0,passed,2025-12-31T14:25:59
CP006823,S0285,C001,C001-QZ,3,C001-K01,Spreadsheets & Tabular Data,65.1,passed,2025-12-31T14:25:59
CP006824,S0285,C001,C001-QZ,4,C001-K04,GroupBy & Aggregation,63.4,passed,2025-12-31T14:25:59
CP006825,S0285,C001,C001-QZ,1,C001-K04,GroupBy & Aggregation,100.0,passed,2026-01-15T14:25:59
CP006826,S0285,C001,C001-QZ,2,C001-K01,Spreadsheets & Tabular Data,100.0,passed,2026-01-15T14:25:59
CP006827,S0285,C001,C001-QZ,3,C001-K03,Data Cleaning,100.0,passed,2026-01-15T14:25:59
CP006828,S0285,C001,C001-QZ,4,C001-K06,Data Visualization Basics,100.0,passed,2026-01-15T14:25:59
CP006829,S0285,C001,C001-QZ,1,C001-K05,Joins & Merges,74.3,passed,2026-01-30T14:25:59
CP006830,S0285,C001,C001-QZ,2,C001-K04,GroupBy & Aggregation,77.2,passed,2026-01-30T14:25:59
CP006831,S0285,C001,C001-QZ,3,C001-K02,Descriptive Statistics,73.9,passed,2026-01-30T14:25:59
CP006832,S0285,C001,C001-QZ,4,C001-K06,Data Visualization Basics,88.5,passed,2026-01-30T14:25:59
CP006833,S0285,C001,C001-EX,1,C001-K01,Spreadsheets & Tabular Data,67.5,passed,2026-04-30T14:25:59
CP006834,S0285,C001,C001-EX,2,C001-K04,GroupBy & Aggregation,67.2,passed,2026-04-30T14:25:59
CP006835,S0285,C001,C001-EX,3,C001-K02,Descriptive Statistics,62.7,passed,2026-04-30T14:25:59
CP006836,S0285,C001,C001-EX,4,C001-K06,Data Visualization Basics,53.3,failed,2026-04-30T14:25:59
CP006837,S0285,C001,C001-EXF,1,C001-K02,Descriptive Statistics,86.3,passed,2026-05-15T14:25:59
CP006838,S0285,C001,C001-EXF,2,C001-K06,Data Visualization Basics,46.7,failed,2026-05-15T14:25:59
CP006839,S0285,C001,C001-EXF,3,C001-K01,Spreadsheets & Tabular Data,59.0,failed,2026-05-15T14:25:59
CP006840,S0285,C001,C001-EXF,4,C001-K04,GroupBy & Aggregation,84.9,passed,2026-05-15T14:25:59
CP006841,S0286,C005,C005-QZ,1,C005-K04,Funnel Analytics,100.0,passed,2025-12-18T07:59:22
CP006842,S0286,C005,C005-QZ,2,C005-K03,Paid Ads,92.9,passed,2025-12-18T07:59:22
CP006843,S0286,C005,C005-QZ,3,C005-K01,SEO Basics,83.5,passed,2025-12-18T07:59:22
CP006844,S0286,C005,C005-QZ,4,C005-K02,Content Strategy,75.1,passed,2025-12-18T07:59:22
CP006845,S0286,C005,C005-QZ,1,C005-K03,Paid Ads,64.0,passed,2026-01-02T07:59:22
CP006846,S0286,C005,C005-QZ,2,C005-K02,Content Strategy,81.7,passed,2026-01-02T07:59:22
CP006847,S0286,C005,C005-QZ,3,C005-K04,Funnel Analytics,55.3,failed,2026-01-02T07:59:22
CP006848,S0286,C005,C005-QZ,4,C005-K01,SEO Basics,71.7,passed,2026-01-02T07:59:22
CP006849,S0286,C005,C005-QZ,1,C005-K03,Paid Ads,82.9,passed,2026-01-17T07:59:22
CP006850,S0286,C005,C005-QZ,2,C005-K04,Funnel Analytics,81.5,passed,2026-01-17T07:59:22
CP006851,S0286,C005,C005-QZ,3,C005-K02,Content Strategy,77.5,passed,2026-01-17T07:59:22
CP006852,S0286,C005,C005-QZ,4,C005-K01,SEO Basics,75.8,passed,2026-01-17T07:59:22
CP006853,S0286,C005,C005-QZ,1,C005-K02,Content Strategy,77.3,passed,2026-02-01T07:59:22
CP006854,S0286,C005,C005-QZ,2,C005-K03,Paid Ads,77.6,passed,2026-02-01T07:59:22
CP006855,S0286,C005,C005-QZ,3,C005-K04,Funnel Analytics,74.9,passed,2026-02-01T07:59:22
CP006856,S0286,C005,C005-QZ,4,C005-K01,SEO Basics,71.5,passed,2026-02-01T07:59:22
CP006857,S0286,C005,C005-EX,1,C005-K03,Paid Ads,62.4,passed,2026-04-30T07:59:22
CP006858,S0286,C005,C005-EX,2,C005-K01,SEO Basics,71.8,passed,2026-04-30T07:59:22
CP006859,S0286,C005,C005-EX,3,C005-K04,Funnel Analytics,63.7,passed,2026-04-30T07:59:22
CP006860,S0286,C005,C005-EX,4,C005-K02,Content Strategy,52.6,failed,2026-04-30T07:59:22
CP006861,S0286,C005,C005-EXF,1,C005-K04,Funnel Analytics,70.4,passed,2026-05-15T07:59:22
CP006862,S0286,C005,C005-EXF,2,C005-K03,Paid Ads,73.3,passed,2026-05-15T07:59:22
CP006863,S0286,C005,C005-EXF,3,C005-K02,Content Strategy,63.8,passed,2026-05-15T07:59:22
CP006864,S0286,C005,C005-EXF,4,C005-K01,SEO Basics,63.0,passed,2026-05-15T07:59:22
CP006865,S0287,C004,C004-QZ,1,C004-K02,Wireframing,93.4,passed,2025-12-27T07:07:43
CP006866,S0287,C004,C004-QZ,2,C004-K05,Usability Testing,81.3,passed,2025-12-27T07:07:43
CP006867,S0287,C004,C004-QZ,3,C004-K04,Prototyping,84.6,passed,2025-12-27T07:07:43
CP006868,S0287,C004,C004-QZ,4,C004-K01,Design Principles,78.6,passed,2025-12-27T07:07:43
CP006869,S0287,C004,C004-QZ,1,C004-K03,Color Theory,71.4,passed,2026-01-10T07:07:43
CP006870,S0287,C004,C004-QZ,2,C004-K01,Design Principles,71.0,passed,2026-01-10T07:07:43
CP006871,S0287,C004,C004-QZ,3,C004-K04,Prototyping,69.4,passed,2026-01-10T07:07:43
CP006872,S0287,C004,C004-QZ,4,C004-K05,Usability Testing,62.2,passed,2026-01-10T07:07:43
CP006873,S0287,C004,C004-QZ,1,C004-K03,Color Theory,90.2,passed,2026-01-24T07:07:43
CP006874,S0287,C004,C004-QZ,2,C004-K02,Wireframing,96.0,passed,2026-01-24T07:07:43
CP006875,S0287,C004,C004-QZ,3,C004-K05,Usability Testing,90.9,passed,2026-01-24T07:07:43
CP006876,S0287,C004,C004-QZ,4,C004-K01,Design Principles,83.5,passed,2026-01-24T07:07:43
CP006877,S0287,C004,C004-QZ,1,C004-K05,Usability Testing,67.0,passed,2026-02-07T07:07:43
CP006878,S0287,C004,C004-QZ,2,C004-K03,Color Theory,67.9,passed,2026-02-07T07:07:43
CP006879,S0287,C004,C004-QZ,3,C004-K01,Design Principles,71.5,passed,2026-02-07T07:07:43
CP006880,S0287,C004,C004-QZ,4,C004-K02,Wireframing,76.6,passed,2026-02-07T07:07:43
CP006881,S0287,C004,C004-EX,1,C004-K04,Prototyping,70.6,passed,2026-05-02T07:07:43
CP006882,S0287,C004,C004-EX,2,C004-K01,Design Principles,85.6,passed,2026-05-02T07:07:43
CP006883,S0287,C004,C004-EX,3,C004-K02,Wireframing,83.7,passed,2026-05-02T07:07:43
CP006884,S0287,C004,C004-EX,4,C004-K05,Usability Testing,75.8,passed,2026-05-02T07:07:43
CP006885,S0287,C004,C004-EXF,1,C004-K05,Usability Testing,69.9,passed,2026-05-16T07:07:43
CP006886,S0287,C004,C004-EXF,2,C004-K02,Wireframing,75.8,passed,2026-05-16T07:07:43
CP006887,S0287,C004,C004-EXF,3,C004-K04,Prototyping,93.3,passed,2026-05-16T07:07:43
CP006888,S0287,C004,C004-EXF,4,C004-K03,Color Theory,77.8,passed,2026-05-16T07:07:43
CP006889,S0288,C005,C005-QZ,1,C005-K03,Paid Ads,57.6,failed,2025-12-22T06:23:21
CP006890,S0288,C005,C005-QZ,2,C005-K02,Content Strategy,53.9,failed,2025-12-22T06:23:21
CP006891,S0288,C005,C005-QZ,3,C005-K01,SEO Basics,62.4,passed,2025-12-22T06:23:21
CP006892,S0288,C005,C005-QZ,4,C005-K04,Funnel Analytics,58.3,failed,2025-12-22T06:23:21
CP006893,S0288,C005,C005-QZ,1,C005-K01,SEO Basics,41.8,failed,2026-01-05T06:23:21
CP006894,S0288,C005,C005-QZ,2,C005-K02,Content Strategy,41.0,failed,2026-01-05T06:23:21
CP006895,S0288,C005,C005-QZ,3,C005-K04,Funnel Analytics,44.0,failed,2026-01-05T06:23:21
CP006896,S0288,C005,C005-QZ,4,C005-K03,Paid Ads,48.6,failed,2026-01-05T06:23:21
CP006897,S0288,C005,C005-QZ,1,C005-K03,Paid Ads,45.2,failed,2026-01-20T06:23:21
CP006898,S0288,C005,C005-QZ,2,C005-K01,SEO Basics,72.3,passed,2026-01-20T06:23:21
CP006899,S0288,C005,C005-QZ,3,C005-K02,Content Strategy,63.4,passed,2026-01-20T06:23:21
CP006900,S0288,C005,C005-QZ,4,C005-K04,Funnel Analytics,55.1,failed,2026-01-20T06:23:21
CP006901,S0288,C005,C005-QZ,1,C005-K04,Funnel Analytics,53.1,failed,2026-02-03T06:23:21
CP006902,S0288,C005,C005-QZ,2,C005-K03,Paid Ads,57.3,failed,2026-02-03T06:23:21
CP006903,S0288,C005,C005-QZ,3,C005-K02,Content Strategy,86.9,passed,2026-02-03T06:23:21
CP006904,S0288,C005,C005-QZ,4,C005-K01,SEO Basics,71.1,passed,2026-02-03T06:23:21
CP006905,S0288,C005,C005-EX,1,C005-K03,Paid Ads,50.9,failed,2026-05-01T06:23:21
CP006906,S0288,C005,C005-EX,2,C005-K01,SEO Basics,56.5,failed,2026-05-01T06:23:21
CP006907,S0288,C005,C005-EX,3,C005-K04,Funnel Analytics,57.6,failed,2026-05-01T06:23:21
CP006908,S0288,C005,C005-EX,4,C005-K02,Content Strategy,59.3,failed,2026-05-01T06:23:21
CP006909,S0288,C005,C005-EXF,1,C005-K03,Paid Ads,74.2,passed,2026-05-15T06:23:21
CP006910,S0288,C005,C005-EXF,2,C005-K04,Funnel Analytics,70.7,passed,2026-05-15T06:23:21
CP006911,S0288,C005,C005-EXF,3,C005-K01,SEO Basics,77.6,passed,2026-05-15T06:23:21
CP006912,S0288,C005,C005-EXF,4,C005-K02,Content Strategy,66.4,passed,2026-05-15T06:23:21
CP006913,S0289,C006,C006-QZ,1,C006-K06,Clustering,78.4,passed,2025-12-16T16:42:12
CP006914,S0289,C006,C006-QZ,2,C006-K05,Model Evaluation,77.8,passed,2025-12-16T16:42:12
CP006915,S0289,C006,C006-QZ,3,C006-K04,Feature Engineering,64.1,passed,2025-12-16T16:42:12
CP006916,S0289,C006,C006-QZ,4,C006-K03,Overfitting & Regularization,72.8,passed,2025-12-16T16:42:12
CP006917,S0289,C006,C006-QZ,1,C006-K02,Classification,77.4,passed,2025-12-31T16:42:12
CP006918,S0289,C006,C006-QZ,2,C006-K04,Feature Engineering,77.6,passed,2025-12-31T16:42:12
CP006919,S0289,C006,C006-QZ,3,C006-K03,Overfitting & Regularization,33.5,failed,2025-12-31T16:42:12
CP006920,S0289,C006,C006-QZ,4,C006-K05,Model Evaluation,75.0,passed,2025-12-31T16:42:12
CP006921,S0289,C006,C006-QZ,1,C006-K04,Feature Engineering,91.4,passed,2026-01-15T16:42:12
CP006922,S0289,C006,C006-QZ,2,C006-K01,Regression,81.9,passed,2026-01-15T16:42:12
CP006923,S0289,C006,C006-QZ,3,C006-K03,Overfitting & Regularization,81.2,passed,2026-01-15T16:42:12
CP006924,S0289,C006,C006-QZ,4,C006-K05,Model Evaluation,100.0,passed,2026-01-15T16:42:12
CP006925,S0289,C006,C006-QZ,1,C006-K06,Clustering,74.0,passed,2026-01-30T16:42:12
CP006926,S0289,C006,C006-QZ,2,C006-K02,Classification,73.4,passed,2026-01-30T16:42:12
CP006927,S0289,C006,C006-QZ,3,C006-K05,Model Evaluation,68.6,passed,2026-01-30T16:42:12
CP006928,S0289,C006,C006-QZ,4,C006-K03,Overfitting & Regularization,51.6,failed,2026-01-30T16:42:12
CP006929,S0289,C006,C006-EX,1,C006-K06,Clustering,81.6,passed,2026-04-30T16:42:12
CP006930,S0289,C006,C006-EX,2,C006-K01,Regression,97.0,passed,2026-04-30T16:42:12
CP006931,S0289,C006,C006-EX,3,C006-K02,Classification,95.4,passed,2026-04-30T16:42:12
CP006932,S0289,C006,C006-EX,4,C006-K04,Feature Engineering,100.0,passed,2026-04-30T16:42:12
CP006933,S0289,C006,C006-EXF,1,C006-K06,Clustering,84.1,passed,2026-05-15T16:42:12
CP006934,S0289,C006,C006-EXF,2,C006-K04,Feature Engineering,76.9,passed,2026-05-15T16:42:12
CP006935,S0289,C006,C006-EXF,3,C006-K03,Overfitting & Regularization,73.6,passed,2026-05-15T16:42:12
CP006936,S0289,C006,C006-EXF,4,C006-K05,Model Evaluation,72.1,passed,2026-05-15T16:42:12
CP006937,S0290,C005,C005-QZ,1,C005-K02,Content Strategy,49.2,failed,2026-01-01T23:44:39
CP006938,S0290,C005,C005-QZ,2,C005-K01,SEO Basics,55.2,failed,2026-01-01T23:44:39
CP006939,S0290,C005,C005-QZ,3,C005-K04,Funnel Analytics,53.2,failed,2026-01-01T23:44:39
CP006940,S0290,C005,C005-QZ,4,C005-K03,Paid Ads,64.3,passed,2026-01-01T23:44:39
CP006941,S0290,C005,C005-QZ,1,C005-K04,Funnel Analytics,70.3,passed,2026-01-15T23:44:39
CP006942,S0290,C005,C005-QZ,2,C005-K03,Paid Ads,56.5,failed,2026-01-15T23:44:39
CP006943,S0290,C005,C005-QZ,3,C005-K02,Content Strategy,49.7,failed,2026-01-15T23:44:39
CP006944,S0290,C005,C005-QZ,4,C005-K01,SEO Basics,56.5,failed,2026-01-15T23:44:39
CP006945,S0290,C005,C005-QZ,1,C005-K04,Funnel Analytics,78.1,passed,2026-01-28T23:44:39
CP006946,S0290,C005,C005-QZ,2,C005-K02,Content Strategy,59.4,failed,2026-01-28T23:44:39
CP006947,S0290,C005,C005-QZ,3,C005-K01,SEO Basics,77.9,passed,2026-01-28T23:44:39
CP006948,S0290,C005,C005-QZ,4,C005-K03,Paid Ads,63.1,passed,2026-01-28T23:44:39
CP006949,S0290,C005,C005-QZ,1,C005-K03,Paid Ads,62.5,passed,2026-02-11T23:44:39
CP006950,S0290,C005,C005-QZ,2,C005-K04,Funnel Analytics,67.7,passed,2026-02-11T23:44:39
CP006951,S0290,C005,C005-QZ,3,C005-K01,SEO Basics,60.8,passed,2026-02-11T23:44:39
CP006952,S0290,C005,C005-QZ,4,C005-K02,Content Strategy,45.0,failed,2026-02-11T23:44:39
CP006953,S0290,C005,C005-EX,1,C005-K01,SEO Basics,55.4,failed,2026-05-03T23:44:39
CP006954,S0290,C005,C005-EX,2,C005-K04,Funnel Analytics,51.4,failed,2026-05-03T23:44:39
CP006955,S0290,C005,C005-EX,3,C005-K02,Content Strategy,65.7,passed,2026-05-03T23:44:39
CP006956,S0290,C005,C005-EX,4,C005-K03,Paid Ads,60.9,passed,2026-05-03T23:44:39
CP006957,S0290,C005,C005-EXF,1,C005-K03,Paid Ads,61.6,passed,2026-05-16T23:44:39
CP006958,S0290,C005,C005-EXF,2,C005-K02,Content Strategy,61.5,passed,2026-05-16T23:44:39
CP006959,S0290,C005,C005-EXF,3,C005-K01,SEO Basics,71.9,passed,2026-05-16T23:44:39
CP006960,S0290,C005,C005-EXF,4,C005-K04,Funnel Analytics,49.7,failed,2026-05-16T23:44:39
CP006961,S0291,C004,C004-QZ,1,C004-K04,Prototyping,66.4,passed,2025-12-22T10:33:59
CP006962,S0291,C004,C004-QZ,2,C004-K05,Usability Testing,52.6,failed,2025-12-22T10:33:59
CP006963,S0291,C004,C004-QZ,3,C004-K02,Wireframing,59.8,failed,2025-12-22T10:33:59
CP006964,S0291,C004,C004-QZ,4,C004-K01,Design Principles,61.3,passed,2025-12-22T10:33:59
CP006965,S0291,C004,C004-QZ,1,C004-K02,Wireframing,86.9,passed,2026-01-05T10:33:59
CP006966,S0291,C004,C004-QZ,2,C004-K05,Usability Testing,87.3,passed,2026-01-05T10:33:59
CP006967,S0291,C004,C004-QZ,3,C004-K03,Color Theory,85.5,passed,2026-01-05T10:33:59
CP006968,S0291,C004,C004-QZ,4,C004-K01,Design Principles,95.4,passed,2026-01-05T10:33:59
CP006969,S0291,C004,C004-QZ,1,C004-K01,Design Principles,97.2,passed,2026-01-20T10:33:59
CP006970,S0291,C004,C004-QZ,2,C004-K03,Color Theory,77.0,passed,2026-01-20T10:33:59
CP006971,S0291,C004,C004-QZ,3,C004-K04,Prototyping,100.0,passed,2026-01-20T10:33:59
CP006972,S0291,C004,C004-QZ,4,C004-K05,Usability Testing,84.5,passed,2026-01-20T10:33:59
CP006973,S0291,C004,C004-QZ,1,C004-K02,Wireframing,81.9,passed,2026-02-03T10:33:59
CP006974,S0291,C004,C004-QZ,2,C004-K04,Prototyping,73.3,passed,2026-02-03T10:33:59
CP006975,S0291,C004,C004-QZ,3,C004-K05,Usability Testing,77.3,passed,2026-02-03T10:33:59
CP006976,S0291,C004,C004-QZ,4,C004-K01,Design Principles,92.3,passed,2026-02-03T10:33:59
CP006977,S0291,C004,C004-EX,1,C004-K01,Design Principles,72.9,passed,2026-05-01T10:33:59
CP006978,S0291,C004,C004-EX,2,C004-K05,Usability Testing,83.5,passed,2026-05-01T10:33:59
CP006979,S0291,C004,C004-EX,3,C004-K02,Wireframing,67.7,passed,2026-05-01T10:33:59
CP006980,S0291,C004,C004-EX,4,C004-K03,Color Theory,76.7,passed,2026-05-01T10:33:59
CP006981,S0291,C004,C004-EXF,1,C004-K02,Wireframing,78.7,passed,2026-05-15T10:33:59
CP006982,S0291,C004,C004-EXF,2,C004-K01,Design Principles,73.2,passed,2026-05-15T10:33:59
CP006983,S0291,C004,C004-EXF,3,C004-K04,Prototyping,70.6,passed,2026-05-15T10:33:59
CP006984,S0291,C004,C004-EXF,4,C004-K05,Usability Testing,73.2,passed,2026-05-15T10:33:59
CP006985,S0292,C004,C004-QZ,1,C004-K05,Usability Testing,85.5,passed,2025-12-22T23:03:22
CP006986,S0292,C004,C004-QZ,2,C004-K04,Prototyping,80.5,passed,2025-12-22T23:03:22
CP006987,S0292,C004,C004-QZ,3,C004-K01,Design Principles,93.5,passed,2025-12-22T23:03:22
CP006988,S0292,C004,C004-QZ,4,C004-K02,Wireframing,87.7,passed,2025-12-22T23:03:22
CP006989,S0292,C004,C004-QZ,1,C004-K02,Wireframing,75.6,passed,2026-01-05T23:03:22
CP006990,S0292,C004,C004-QZ,2,C004-K01,Design Principles,54.9,failed,2026-01-05T23:03:22
CP006991,S0292,C004,C004-QZ,3,C004-K04,Prototyping,54.7,failed,2026-01-05T23:03:22
CP006992,S0292,C004,C004-QZ,4,C004-K03,Color Theory,59.0,failed,2026-01-05T23:03:22
CP006993,S0292,C004,C004-QZ,1,C004-K04,Prototyping,72.6,passed,2026-01-20T23:03:22
CP006994,S0292,C004,C004-QZ,2,C004-K05,Usability Testing,88.2,passed,2026-01-20T23:03:22
CP006995,S0292,C004,C004-QZ,3,C004-K02,Wireframing,100.0,passed,2026-01-20T23:03:22
CP006996,S0292,C004,C004-QZ,4,C004-K01,Design Principles,87.0,passed,2026-01-20T23:03:22
CP006997,S0292,C004,C004-QZ,1,C004-K04,Prototyping,54.4,failed,2026-02-03T23:03:22
CP006998,S0292,C004,C004-QZ,2,C004-K01,Design Principles,61.0,passed,2026-02-03T23:03:22
CP006999,S0292,C004,C004-QZ,3,C004-K02,Wireframing,69.9,passed,2026-02-03T23:03:22
CP007000,S0292,C004,C004-QZ,4,C004-K03,Color Theory,56.6,failed,2026-02-03T23:03:22
CP007001,S0292,C004,C004-EX,1,C004-K03,Color Theory,56.1,failed,2026-05-01T23:03:22
CP007002,S0292,C004,C004-EX,2,C004-K04,Prototyping,67.6,passed,2026-05-01T23:03:22
CP007003,S0292,C004,C004-EX,3,C004-K02,Wireframing,63.8,passed,2026-05-01T23:03:22
CP007004,S0292,C004,C004-EX,4,C004-K01,Design Principles,65.8,passed,2026-05-01T23:03:22
CP007005,S0292,C004,C004-EXF,1,C004-K01,Design Principles,63.8,passed,2026-05-15T23:03:22
CP007006,S0292,C004,C004-EXF,2,C004-K05,Usability Testing,85.4,passed,2026-05-15T23:03:22
CP007007,S0292,C004,C004-EXF,3,C004-K04,Prototyping,79.6,passed,2026-05-15T23:03:22
